nodeID		X position	Y position
1		278		29
2		269		58
3		275		82
4		273		113
5		276		139
6		271		165
7		270		190
8		275		219
9		270		248
10		270		273
11		271		302
12		241		61
13		218		49
14		223		82
15		224		97
16		226		126
17		241		145
18		245		213
19		239		227
20		245		271
21		245		292
22		241		292
23		16		88
24		30		43
25		115		240
26		32		44
27		117		285
28		138		163
29		164		177
30		239		40
31		162		153
32		84		147
33		246		57
34		111		255
35		6		38
36		246		158
37		43		107
38		114		52
39		172		222
40		136		172
41		199		153
42		238		46
43		205		297
44		214		248
45		43		212
46		179		291
47		33		279
48		221		134
49		241		231
50		115		209
51		92		221
52		170		64
53		143		89
54		114		201
55		23		52
56		203		4
57		71		46
58		240		80
59		115		120
60		107		253
61		131		84
62		229		32
63		176		188
64		243		21
65		133		80
66		25		4
67		207		130
68		43		72
69		73		193
70		174		172
71		93		112
72		207		3
73		80		110
74		146		225
75		3		184
76		182		158
77		73		108
78		50		27
79		205		275
80		230		227
81		184		64
82		121		126
83		46		146
84		181		206
85		90		13
86		225		194
87		236		13
88		80		26
89		104		216
90		13		42
91		55		43
92		9		113
93		93		236
94		98		54
95		114		97
96		215		102
97		239		66
98		42		116
99		184		200
100		157		103
101		81		201
102		105		200
103		134		123
104		5		240
105		101		211
106		153		261
107		185		223
108		208		144
109		241		99
110		138		198
