nodeID		X position	Y position
1		270		33
2		276		61
3		276		94
4		272		122
5		278		150
6		275		180
7		269		210
8		272		241
9		276		272
10		278		300
11		219		23
12		247		55
13		247		88
14		230		94
15		244		120
16		235		178
17		245		181
18		228		216
19		234		295
20		235		283
21		172		293
22		206		129
23		155		25
24		191		95
25		236		37
26		187		297
27		218		17
28		203		130
29		62		95
30		117		68
31		162		212
32		195		196
33		109		254
34		25		215
35		102		73
36		148		107
37		223		180
38		237		123
39		204		13
40		204		198
41		225		223
42		84		92
43		38		118
44		179		157
45		113		131
46		65		43
47		78		213
48		234		55
49		25		42
50		31		295
51		229		128
52		13		106
53		20		263
54		225		78
55		155		122
56		90		201
57		15		299
58		238		48
59		182		140
60		134		165
61		234		123
62		129		267
63		147		87
64		181		8
65		231		76
66		198		152
67		178		176
68		216		66
69		208		14
70		137		272
71		18		32
72		231		203
73		157		91
74		182		70
75		228		83
76		29		149
77		14		97
78		27		117
79		193		299
80		196		48
81		73		46
82		8		170
83		142		144
84		197		261
85		212		14
86		145		211
87		79		9
88		67		267
89		34		55
90		49		20
91		234		187
92		223		21
93		213		148
94		131		269
95		67		8
96		242		47
97		219		9
98		47		123
99		191		240
100		192		26
