151	1	1
152	1	1
153	1	1
154	1	2
155	1	2
156	1	2
157	1	2
158	1	2
159	1	1
160	1	2
161	1	2
162	1	2
163	1	2
164	1	2
165	1	2
166	1	3
167	1	2
168	1	2
169	1	3
170	1	3
171	1	3
172	1	3
173	1	3
174	1	3
175	1	3
176	1	4
177	1	3
178	1	4
179	1	4
180	1	4
181	1	5
182	1	4
183	1	4
184	1	4
185	1	5
186	1	5
187	1	5
188	1	6
189	1	5
190	1	6
191	1	6
192	1	5
193	1	5
194	1	5
195	1	6
196	1	6
197	1	6
198	1	7
199	1	7
200	1	6
201	1	6
202	1	7
203	1	7
204	1	7
205	1	7
206	1	7
207	1	7
208	1	8
209	1	8
210	1	7
211	1	9
212	1	9
213	1	10
214	1	9
215	1	9
216	1	10
217	1	10
218	1	10
219	1	9
220	1	10
221	1	9
222	1	10
223	1	10
224	1	10
225	1	11
226	1	10
227	1	10
228	1	10
229	1	11
230	1	11
231	1	12
232	1	12
233	1	11
234	1	12
235	1	11
236	1	12
237	1	12
238	1	12
239	1	12
240	1	12
241	1	12
242	1	12
243	1	13
244	1	12
245	1	13
246	1	13
247	1	13
248	1	13
249	1	13
250	1	14
251	1	13
252	1	13
253	1	13
254	1	14
255	1	14
256	1	15
257	1	14
258	1	14
259	1	14
260	1	15
261	1	15
262	1	15
263	1	15
264	1	15
265	1	15
266	1	15
267	1	16
268	1	15
269	1	15
270	1	16
271	1	16
272	1	16
273	1	16
274	1	16
275	1	16
276	1	17
277	1	16
278	1	17
279	1	17
280	1	17
281	1	17
282	1	17
283	1	17
284	1	17
285	1	18
286	1	18
287	1	18
288	1	19
289	1	18
290	1	18
291	1	18
292	1	18
293	1	19
294	1	19
295	1	19
296	1	19
297	1	19
298	1	19
299	1	19
300	1	20
301	1	19
302	1	21
303	1	10
304	1	23
305	1	18
306	1	22
307	1	6
308	1	19
309	1	28
310	1	19
311	1	19
312	1	4
313	1	11
314	1	15
315	1	12
316	1	27
317	1	28
318	1	12
319	1	30
320	1	18
321	1	19
322	1	22
323	1	14
324	1	20
325	1	23
326	1	24
327	1	28
328	1	24
329	1	28
330	1	21
331	1	28
332	1	12
333	1	18
334	1	18
335	1	23
336	1	21
337	1	28
338	1	17
339	1	19
340	1	7
341	1	14
342	1	19
343	1	11
344	1	18
345	1	22
346	1	13
347	1	14
348	1	14
349	1	13
350	1	21
351	1	6
352	1	22
353	1	26
