nodeID		X position	Y position
1		1173		9
2		1178		12
3		1178		20
4		1176		23
5		1171		28
6		1169		38
7		1173		40
8		1178		47
9		1174		54
10		1173		61
11		1170		63
12		1173		69
13		1174		74
14		1171		84
15		1175		87
16		1171		91
17		1174		97
18		1177		106
19		1170		108
20		1169		115
21		1176		121
22		1176		129
23		1171		135
24		1175		138
25		1173		144
26		1169		152
27		1169		157
28		1169		164
29		1170		167
30		1177		174
31		1171		179
32		1174		184
33		1172		190
34		1169		196
35		1174		200
36		1172		209
37		1172		214
38		1178		219
39		1174		226
40		1175		231
41		1170		235
42		1169		240
43		1177		246
44		1173		251
45		1172		258
46		1171		262
47		1178		268
48		1177		277
49		1173		284
50		1171		288
51		1169		292
52		1176		298
53		1171		304
54		1173		310
55		1172		314
56		1177		324
57		1171		326
58		1175		331
59		1172		340
60		1174		344
61		1172		349
62		1171		358
63		1170		364
64		1169		366
65		1177		375
66		1170		381
67		1177		382
68		1175		389
69		1173		395
70		1173		402
71		1178		405
72		1176		414
73		1177		421
74		1177		424
75		1174		431
76		1170		435
77		1175		441
78		1178		446
79		1178		453
80		1178		460
81		1169		462
82		1172		471
83		1176		477
84		1176		480
85		1177		488
86		1175		494
87		1178		498
88		1171		504
89		1172		512
90		1173		514
91		1177		521
92		1172		528
93		1174		532
94		1169		539
95		1172		544
96		1176		548
97		1170		557
98		1170		562
99		1178		569
100		1171		574
101		1174		578
102		1178		584
103		1176		591
104		1178		598
105		1173		602
106		1177		606
107		1178		612
108		1169		617
109		1171		624
110		1169		631
111		1172		638
112		1175		642
113		1176		647
114		1175		654
115		1173		660
116		1173		665
117		1170		671
118		1173		675
119		1178		681
120		1173		685
121		1174		693
122		1171		700
123		1170		705
124		1177		708
125		1172		716
126		1172		723
127		1177		728
128		1177		733
129		1169		738
130		1175		745
131		1173		749
132		1169		754
133		1169		761
134		1175		766
135		1175		771
136		1169		778
137		1175		786
138		1171		789
139		1172		798
140		1173		801
141		1178		807
142		1174		815
143		1177		821
144		1170		826
145		1175		828
146		1175		838
147		1170		843
148		1175		849
149		1170		855
150		1178		860
151		1176		863
152		1177		872
153		1169		876
154		1176		880
155		1178		886
156		1177		891
157		1169		900
158		1170		906
159		1172		909
160		1174		914
161		1177		922
162		1172		928
163		1172		933
164		1174		941
165		1171		945
166		1174		948
167		1175		954
168		1174		960
169		1176		969
170		1173		975
171		1172		978
172		1172		984
173		1175		991
174		1171		994
175		1175		1003
176		1171		1006
177		1172		1012
178		1174		1017
179		1177		1023
180		1170		1031
181		1176		1038
182		1176		1042
183		1170		1049
184		1169		1052
185		1173		1057
186		1169		1065
187		1171		1069
188		1175		1075
189		1174		1080
190		1174		1085
191		1173		1092
192		1177		1098
193		1172		1104
194		1173		1110
195		1176		1116
196		1172		1122
197		1176		1127
198		1169		1133
199		1175		1137
200		1174		1142
201		1170		1150
202		1176		1156
203		1171		1164
204		1173		1169
205		1169		1173
206		1169		1180
207		1172		1186
208		1177		1192
209		1177		1194
210		1178		1201
211		1122		14
212		1130		14
213		1130		2
214		1140		10
215		1130		47
216		1122		55
217		1126		55
218		1127		39
219		1142		31
220		1146		38
221		1125		50
222		1146		46
223		1142		51
224		1130		64
225		1132		65
226		1130		71
227		1142		74
228		1130		89
229		1125		95
230		1146		102
231		1125		113
232		1128		121
233		1148		124
234		1130		125
235		1128		130
236		1136		148
237		1136		153
238		1136		160
239		1130		163
240		1136		166
241		1148		168
242		1133		170
243		1135		179
244		1136		192
245		1133		186
246		1135		198
247		1135		203
248		1140		220
249		1133		212
250		1130		218
251		1130		231
252		1136		236
253		1136		238
