nodeID		X position	Y position
1		974		10
2		978		15
3		977		19
4		972		25
5		976		34
6		969		38
7		974		45
8		973		49
9		978		55
10		969		64
11		976		67
12		970		75
13		974		80
14		975		85
15		978		93
16		970		96
17		971		104
18		974		109
19		971		117
20		970		123
21		972		126
22		972		133
23		973		140
24		975		145
25		973		153
26		977		160
27		971		166
28		976		171
29		971		177
30		973		184
31		977		187
32		974		194
33		972		200
34		972		206
35		977		214
36		975		218
37		974		226
38		977		228
39		974		238
40		970		244
41		977		249
42		971		252
43		974		258
44		973		264
45		976		272
46		975		280
47		975		283
48		976		290
49		970		296
50		971		301
51		971		306
52		978		313
53		971		319
54		978		326
55		970		334
56		973		339
57		971		346
58		974		348
59		971		354
60		976		361
61		970		370
62		972		375
63		969		379
64		978		387
65		974		391
66		975		397
67		974		402
68		976		412
69		971		417
70		977		422
71		971		429
72		978		435
73		973		440
74		975		446
75		976		454
76		969		460
77		973		465
78		972		468
79		976		476
80		978		484
81		976		490
82		976		493
83		969		500
84		970		507
85		978		514
86		969		520
87		972		526
88		972		528
89		973		538
90		975		541
91		972		548
92		970		552
93		976		559
94		972		566
95		978		570
96		969		578
97		974		582
98		971		589
99		974		596
100		969		604
101		972		610
102		974		616
103		972		618
104		971		626
105		970		633
106		976		639
107		974		645
108		969		651
109		978		658
110		977		663
111		976		670
112		971		673
113		971		682
114		970		686
115		970		690
116		972		696
117		977		703
118		972		708
119		973		717
120		971		721
121		969		727
122		970		732
123		973		741
124		973		746
125		969		750
126		976		757
127		971		764
128		976		769
129		974		776
130		971		784
131		978		786
132		970		795
133		969		799
134		971		806
135		976		812
136		977		818
137		970		823
138		976		832
139		969		835
140		975		842
141		972		849
142		973		852
143		969		858
144		975		864
145		972		874
146		975		877
147		978		883
148		974		892
149		972		898
150		970		903
151		948		7
152		938		39
153		942		28
154		945		55
155		928		49
156		918		33
157		933		49
158		938		50
159		938		45
160		918		55
161		943		70
162		944		66
163		926		61
164		927		77
165		943		69
166		931		103
167		927		90
168		948		90
169		927		103
170		931		130
171		929		112
172		929		119
173		943		121
174		927		137
175		943		134
176		927		147
177		932		133
178		936		177
179		936		144
180		936		148
181		948		193
182		948		158
183		933		167
184		933		173
185		948		220
186		946		195
187		948		190
188		948		234
189		948		202
190		942		230
191		948		255
192		936		219
193		948		222
194		936		228
195		936		278
196		946		257
197		946		260
198		936		296
199		942		282
200		936		268
201		936		273
202		939		281
203		945		289
204		947		294
205		934		323
206		933		306
207		945		316
208		924		335
209		919		354
210		941		325
211		941		402
212		940		388
213		930		411
214		940		398
215		924		401
216		948		420
217		924		412
218		924		412
219		932		385
220		940		435
221		928		400
222		932		412
223		944		410
224		944		431
225		933		470
226		936		448
227		944		435
228		925		446
229		930		499
230		947		468
231		930		513
232		930		516
233		929		495
234		936		502
235		947		498
236		929		515
237		933		504
238		933		506
239		937		515
240		939		533
241		933		526
242		936		547
243		930		582
244		933		544
245		947		554
246		929		573
247		936		559
248		945		567
249		936		573
250		929		599
251		933		588
252		936		593
253		933		596
254		945		604
255		936		628
256		930		662
257		936		622
258		929		646
259		947		642
260		945		686
261		930		693
262		945		651
263		945		660
264		936		681
265		936		685
266		933		674
267		945		726
268		933		686
269		937		694
270		945		699
271		929		722
272		936		727
273		937		718
274		937		723
275		929		745
276		930		780
277		945		742
278		930		792
279		936		753
280		945		762
281		947		770
282		936		790
283		929		794
284		945		784
285		930		835
286		945		841
287		936		818
288		930		855
289		929		830
290		939		834
291		933		827
292		937		829
293		929		853
294		939		856
295		933		852
296		939		869
297		947		867
298		936		869
299		933		876
300		936		898
301		588		692
302		126		10
303		569		101
304		35		32
305		232		56
306		170		388
307		913		272
308		934		858
309		123		738
310		194		153
311		194		24
312		839		114
313		946		482
314		831		635
315		760		460
316		77		666
317		294		948
318		475		65
319		132		904
320		789		748
321		512		659
322		233		506
323		695		542
324		128		90
325		359		711
326		273		606
327		172		800
328		367		777
329		109		700
330		243		441
331		302		954
332		688		398
333		555		613
334		241		252
335		815		901
336		519		776
337		9		675
338		267		149
339		671		751
340		688		35
341		604		423
342		174		85
343		620		245
344		273		304
345		257		536
346		562		278
347		404		69
348		418		235
349		911		557
350		310		515
351		802		183
352		670		833
353		144		643
354		584		137
355		653		116
356		545		8
357		16		533
358		736		208
359		337		159
360		821		3
361		731		952
362		123		950
363		290		629
364		903		395
365		534		227
366		633		348
367		454		580
368		661		289
369		19		209
370		222		48
371		783		597
372		350		659
373		71		538
374		129		350
375		742		338
376		194		780
377		339		744
378		568		73
379		466		723
380		413		14
381		463		171
382		445		536
383		351		63
384		344		376
385		104		592
386		746		750
387		924		618
388		235		84
389		928		39
390		51		909
391		184		788
392		803		251
393		316		552
394		926		28
395		207		586
396		385		623
397		316		515
398		503		89
399		852		140
400		389		40
401		502		583
402		939		130
403		715		286
404		149		243
405		263		685
406		763		303
407		78		191
408		132		367
409		25		854
410		350		214
411		462		458
412		285		404
413		236		485
414		237		839
415		638		995
416		840		559
417		281		611
418		268		101
419		70		442
420		920		545
421		633		752
422		917		508
423		222		230
424		892		792
425		252		966
426		908		791
427		614		47
428		905		667
429		339		884
430		202		371
431		171		278
