nodeID		X position	Y position
1		475		24
2		475		44
3		470		62
4		473		80
5		469		101
6		470		120
7		477		144
8		476		164
9		472		180
10		473		202
11		477		220
12		471		242
13		474		262
14		473		280
15		473		303
16		477		321
17		470		342
18		476		360
19		474		382
20		477		401
21		473		421
22		475		441
23		475		460
24		469		484
25		472		500
26		425		10
27		435		45
28		441		90
29		423		90
30		435		129
31		441		148
32		443		176
33		445		196
34		448		147
35		423		212
36		443		252
37		425		218
38		427		281
39		432		299
40		432		322
41		448		362
42		445		379
43		447		401
44		427		401
45		448		442
46		432		440
47		432		421
48		432		482
49		424		486
50		447		490
51		31		490
52		63		494
53		352		130
54		375		93
55		20		23
56		397		181
57		439		466
58		393		230
59		251		124
60		373		109
61		60		444
62		444		176
63		58		473
64		229		418
65		446		233
66		240		439
67		441		248
68		418		2
69		307		189
70		297		368
71		395		54
72		395		356
73		378		148
74		223		353
75		222		331
76		404		76
77		184		158
78		410		168
79		232		459
80		4		188
81		434		461
82		424		444
83		156		341
84		323		342
85		332		78
86		370		2
87		195		392
88		21		399
89		125		480
90		276		186
91		74		89
92		411		391
93		291		45
94		267		375
95		197		327
96		127		402
97		166		107
98		446		194
99		413		359
100		380		3
101		382		281
102		319		402
103		344		426
104		161		390
105		250		181
106		164		63
107		73		359
108		305		406
109		366		241
110		45		239
111		136		92
112		139		255
113		40		197
114		4		309
115		49		145
116		275		298
117		14		477
118		68		440
119		271		95
120		332		239
121		66		468
122		120		197
123		337		160
124		424		296
125		6		468
126		425		472
127		51		119
128		403		267
129		53		43
130		315		184
131		2		482
132		103		167
133		213		449
134		152		267
135		116		390
136		416		178
137		284		454
138		108		59
139		366		148
140		163		162
141		218		53
142		29		56
143		260		318
144		366		474
145		303		157
146		100		278
147		142		106
148		342		263
149		240		365
150		400		4
151		366		439
152		292		53
153		349		455
154		285		204
155		410		36
156		203		18
157		311		24
158		330		452
159		32		445
160		303		343
161		30		250
162		50		234
163		209		198
164		92		71
165		314		500
166		363		145
167		413		126
168		221		140
169		218		75
170		87		53
171		131		75
172		300		307
173		88		399
174		314		484
175		251		105
176		31		255
177		366		228
178		148		257
179		208		391
180		213		491
181		295		23
182		249		149
183		402		278
184		437		438
185		383		118
186		32		202
187		359		266
188		170		195
189		328		193
190		46		151
191		320		46
192		197		16
193		249		196
194		96		332
195		20		351
196		175		348
197		88		296
198		410		257
199		345		468
200		224		155
201		47		492
202		378		417
203		433		459
204		387		264
205		86		119
206		202		30
207		393		470
208		65		458
209		48		254
210		232		4
211		240		406
212		301		86
213		125		86
214		71		175
215		67		417
216		177		336
217		274		190
218		198		336
219		444		49
220		133		318
221		284		289
222		312		164
223		6		17
224		212		227
225		182		199
226		200		304
227		435		22
228		416		373
229		30		146
230		421		80
231		164		392
232		402		141
233		417		408
234		114		471
235		312		378
236		325		293
237		111		312
238		87		265
239		325		382
240		272		495
241		263		121
242		247		225
243		12		18
244		323		100
245		370		35
246		121		128
247		156		9
248		49		250
249		337		441
250		36		302
