nodeID		X position	Y position
1		975		12
2		970		20
3		973		27
4		970		32
5		976		41
6		977		49
7		971		56
8		970		67
9		969		76
10		975		84
11		969		92
12		974		99
13		971		107
14		970		116
15		971		123
16		972		128
17		976		140
18		974		145
19		978		155
20		975		162
21		974		171
22		975		176
23		976		187
24		978		194
25		969		201
26		969		211
27		977		218
28		973		226
29		978		234
30		977		240
31		971		248
32		976		260
33		974		267
34		973		272
35		977		280
36		974		291
37		970		296
38		974		305
39		978		313
40		975		322
41		970		329
42		973		338
43		975		348
44		974		352
45		971		361
46		971		368
47		977		376
48		976		387
49		974		396
50		971		403
51		973		409
52		969		417
53		975		427
54		973		434
55		977		444
56		969		450
57		976		460
58		971		466
59		972		472
60		977		480
61		977		492
62		975		498
63		970		505
64		978		513
65		976		522
66		972		532
67		971		539
68		976		544
69		972		554
70		969		562
71		974		569
72		976		577
73		975		585
74		971		595
75		976		603
76		972		610
77		973		620
78		970		626
79		974		635
80		973		640
81		978		649
82		977		659
83		978		665
84		969		675
85		978		684
86		972		692
87		970		699
88		972		705
89		969		712
90		974		723
91		969		728
92		976		737
93		976		744
94		975		756
95		976		761
96		972		772
97		971		779
98		972		788
99		972		792
100		973		804
101		969		812
102		970		819
103		973		828
104		971		834
105		974		844
106		976		848
107		972		857
108		973		864
109		977		875
110		975		882
111		978		891
112		972		900
113		976		905
114		971		915
115		971		921
116		974		932
117		971		936
118		975		944
119		969		955
120		971		962
121		944		37
122		923		22
123		934		1
124		923		12
125		937		62
126		927		41
127		927		31
128		945		67
129		946		76
130		924		76
131		948		51
132		941		108
133		944		137
134		948		75
135		944		153
136		942		158
137		924		140
138		928		163
139		937		152
140		928		169
141		928		189
142		928		183
143		939		187
144		937		191
145		924		176
146		934		186
147		926		208
148		926		230
149		941		223
150		934		230
151		922		265
152		932		250
153		931		271
154		926		276
155		934		270
156		931		295
157		919		286
158		938		269
159		933		288
160		923		322
161		939		362
162		945		345
163		927		348
164		928		359
165		943		379
166		943		386
167		925		376
168		929		387
169		941		406
170		944		424
171		934		419
172		922		396
173		945		469
174		943		394
175		931		421
176		946		455
177		939		437
178		944		458
179		938		464
180		938		457
