nodeID		X position	Y position
1		1170		8
2		1173		11
3		1175		17
4		1177		20
5		1173		27
6		1177		32
7		1177		36
8		1177		41
9		1170		47
10		1174		50
11		1170		53
12		1178		57
13		1177		65
14		1173		68
15		1175		76
16		1169		79
17		1176		81
18		1176		86
19		1174		93
20		1174		99
21		1169		103
22		1170		109
23		1174		113
24		1171		119
25		1178		120
26		1178		128
27		1176		133
28		1173		137
29		1173		143
30		1169		147
31		1169		151
32		1169		153
33		1176		162
34		1170		167
35		1169		171
36		1175		176
37		1177		177
38		1178		182
39		1178		189
40		1172		196
41		1171		197
42		1171		203
43		1171		208
44		1177		211
45		1174		220
46		1176		220
47		1175		225
48		1177		234
49		1176		237
50		1178		242
51		1175		244
52		1172		252
53		1178		254
54		1176		263
55		1177		267
56		1176		272
57		1171		274
58		1178		279
59		1172		284
60		1170		292
61		1175		296
62		1169		300
63		1169		304
64		1169		307
65		1178		312
66		1174		320
67		1176		324
68		1170		330
69		1176		334
70		1178		338
71		1169		343
72		1169		347
73		1177		352
74		1175		355
75		1170		362
76		1175		365
77		1177		369
78		1173		375
79		1171		382
80		1174		388
81		1178		388
82		1172		395
83		1170		402
84		1172		404
85		1170		409
86		1177		413
87		1172		420
88		1172		426
89		1177		427
90		1178		434
91		1176		439
92		1178		442
93		1170		450
94		1169		454
95		1171		456
96		1169		463
97		1170		465
98		1171		473
99		1172		478
100		1170		484
101		1176		488
102		1177		493
103		1173		498
104		1177		501
105		1172		506
106		1172		511
107		1176		515
108		1172		521
109		1177		525
110		1178		531
111		1173		536
112		1171		540
113		1176		543
114		1172		547
115		1172		556
116		1173		557
117		1170		562
118		1177		566
119		1178		574
120		1177		580
121		1178		580
122		1175		587
123		1171		592
124		1170		597
125		1172		601
126		1176		607
127		1170		609
128		1171		615
129		1172		622
130		1177		624
131		1169		630
132		1171		634
133		1178		640
134		1170		646
135		1170		650
136		1172		655
137		1174		659
138		1178		663
139		1170		671
140		1173		675
141		1171		677
142		1178		681
143		1178		689
144		1177		691
145		1174		696
146		1170		700
147		1169		707
148		1173		710
149		1172		716
150		1175		723
151		1177		727
152		1170		733
153		1172		737
154		1178		742
155		1169		746
156		1174		750
157		1172		756
158		1175		762
159		1175		763
160		1170		771
161		1169		775
162		1172		781
163		1175		782
164		1169		788
165		1172		792
166		1171		797
167		1176		804
168		1170		807
169		1169		814
170		1172		818
171		1173		824
172		1169		828
173		1173		834
174		1174		836
