nodeID		X position	Y position
1		472		20
2		477		32
3		478		48
4		475		64
5		473		81
6		478		96
7		476		113
8		477		132
9		475		146
10		478		160
11		474		180
12		475		193
13		475		209
14		474		226
15		478		241
16		470		260
17		476		273
18		478		292
19		470		308
20		475		321
21		472		339
22		473		352
23		472		372
24		473		384
25		474		403
26		473		416
27		478		432
28		474		448
29		475		464
30		478		480
31		432		8
32		431		39
33		433		23
34		423		64
35		438		72
36		431		114
37		434		122
38		434		141
39		448		146
40		431		178
41		443		171
42		448		193
43		448		209
44		443		217
45		431		259
46		425		236
47		433		285
48		439		313
49		448		284
50		433		324
51		446		324
52		435		346
53		446		357
54		435		378
55		446		397
56		435		410
57		439		453
58		446		442
59		433		437
60		428		481
61		303		20
62		403		81
63		374		121
64		349		318
65		168		45
66		202		376
67		294		161
68		273		291
69		279		458
70		211		13
71		380		371
72		216		64
73		255		373
74		90		26
75		1		119
76		42		463
77		332		489
78		45		221
79		155		92
80		340		439
81		53		298
82		224		200
83		169		253
84		161		66
85		296		211
86		13		443
87		230		311
88		72		141
89		240		351
90		251		2
91		393		148
92		32		447
93		4		125
94		430		166
95		61		60
96		256		120
97		399		122
98		76		18
99		319		68
100		144		7
101		282		53
102		110		483
103		323		321
104		127		296
105		21		409
106		339		350
107		200		187
108		281		349
109		305		295
110		440		408
111		262		242
112		41		106
113		331		46
114		285		441
115		443		24
116		58		103
117		326		452
118		92		331
119		20		99
120		228		342
121		290		344
122		23		331
123		346		190
124		318		381
125		404		477
126		407		242
127		213		415
128		362		487
129		287		122
130		128		474
131		424		208
132		40		95
133		5		3
134		110		478
135		215		312
136		83		145
137		347		259
138		397		92
139		157		378
140		430		408
141		319		279
142		261		55
143		438		337
144		399		293
145		229		19
146		289		12
147		342		281
148		61		163
149		229		19
150		329		110
151		181		201
152		132		10
153		347		294
154		382		290
155		2		44
156		289		33
157		22		426
158		448		337
159		322		329
160		55		211
161		60		36
162		162		258
163		3		470
164		390		444
165		49		439
166		133		115
167		277		479
168		214		495
169		400		0
170		317		264
171		8		63
172		306		319
173		343		465
174		144		166
175		284		193
176		447		371
177		105		385
178		125		406
179		288		480
180		251		14
181		270		221
182		289		73
183		139		228
184		446		203
185		127		157
186		164		363
187		27		68
188		301		263
189		286		68
190		393		426
191		80		296
192		272		248
193		170		204
194		171		444
195		26		189
196		45		500
197		311		148
198		322		361
199		38		204
200		377		386
201		8		63
202		403		322
203		101		71
204		380		415
205		145		327
206		75		293
207		68		281
208		342		365
209		52		456
210		370		165
211		13		241
212		28		74
213		12		21
214		252		457
215		439		32
216		274		138
217		25		337
218		222		182
219		0		456
220		39		372
221		174		350
222		357		441
223		340		462
224		402		93
225		388		320
226		391		455
227		346		55
228		296		356
229		53		464
230		167		129
231		170		14
232		243		403
233		123		321
234		260		75
235		121		478
236		432		376
237		132		80
238		260		236
239		270		121
240		31		148
241		429		100
242		8		391
243		378		21
244		363		210
245		176		226
246		239		349
247		56		22
248		270		170
249		208		84
250		289		233
251		149		62
252		307		14
253		205		473
254		197		153
255		338		117
256		25		94
257		266		22
258		394		456
259		127		404
260		2		52
261		87		474
262		259		482
263		207		196
264		144		278
265		143		109
266		173		182
267		417		108
268		55		331
269		64		404
270		219		50
271		270		480
272		122		245
273		429		133
274		73		126
275		208		37
276		217		242
277		338		97
278		73		190
279		444		456
280		434		315
281		180		6
282		301		147
283		58		287
284		352		401
285		248		180
286		0		91
287		11		109
288		334		152
289		35		205
290		388		74
291		111		327
292		24		184
293		98		8
294		63		237
295		347		482
296		184		407
297		106		5
298		214		250
299		208		241
300		383		460
