nodeID		X position	Y position
1		1175		11
2		1173		16
3		1172		22
4		1175		32
5		1178		41
6		1174		49
7		1170		55
8		1169		63
9		1170		68
10		1177		75
11		1177		83
12		1175		90
13		1170		99
14		1170		108
15		1173		115
16		1178		122
17		1173		127
18		1173		136
19		1178		144
20		1176		150
21		1176		158
22		1170		165
23		1172		173
24		1172		184
25		1175		187
26		1178		196
27		1173		203
28		1178		211
29		1175		220
30		1173		226
31		1178		234
32		1173		240
33		1175		249
34		1178		255
35		1178		264
36		1178		270
37		1171		279
38		1173		287
39		1175		292
40		1174		304
41		1172		311
42		1178		317
43		1176		322
44		1172		333
45		1177		339
46		1174		345
47		1177		354
48		1178		360
49		1170		371
50		1173		376
51		1169		385
52		1172		391
53		1177		400
54		1171		406
55		1173		415
56		1169		422
57		1169		429
58		1172		439
59		1178		446
60		1169		453
61		1178		457
62		1178		465
63		1174		474
64		1173		483
65		1178		488
66		1177		498
67		1176		505
68		1175		512
69		1172		517
70		1173		525
71		1178		534
72		1177		541
73		1177		548
74		1173		558
75		1171		564
76		1169		574
77		1174		579
78		1176		588
79		1176		593
80		1174		602
81		1172		611
82		1173		618
83		1171		622
84		1176		634
85		1170		638
86		1177		646
87		1170		652
88		1171		661
89		1170		669
90		1169		676
91		1172		683
92		1178		693
93		1169		700
94		1175		709
95		1174		715
96		1174		720
97		1173		727
98		1175		739
99		1175		743
100		1177		753
101		1173		760
102		1170		766
103		1173		775
104		1170		783
105		1175		788
106		1171		797
107		1169		804
108		1176		810
109		1172		821
110		1174		826
111		1174		835
112		1175		844
113		1169		850
114		1175		856
115		1169		865
116		1175		871
117		1170		879
118		1172		888
119		1172		894
120		1175		902
121		1173		907
122		1171		916
123		1175		925
124		1178		931
125		1178		941
126		1176		948
127		1169		954
128		1178		962
129		1176		971
130		1169		976
131		1177		986
132		1171		990
133		1173		998
134		1176		1008
135		1169		1014
136		1173		1021
137		1171		1027
138		1172		1037
139		1175		1045
140		1169		1050
141		1173		1057
142		1169		1069
143		1177		1076
144		1174		1083
145		1170		1090
146		1173		1097
147		1176		1103
148		1170		1110
149		1175		1117
150		1177		1127
151		1172		1134
152		1172		1141
153		1172		1147
154		1174		1156
155		1169		1162
156		1169		1174
157		1174		1180
158		1176		1187
159		1174		1194
160		1172		1200
161		1143		1
162		1142		51
163		1127		27
164		1134		36
165		1131		57
166		1123		40
167		1136		72
168		1145		80
169		1136		85
170		1137		44
171		1148		52
172		1128		70
173		1145		136
174		1145		145
175		1136		126
176		1128		109
177		1145		147
178		1145		156
179		1134		131
180		1128		132
181		1126		146
182		1122		145
183		1129		180
184		1129		191
185		1143		206
186		1130		213
187		1145		161
188		1130		228
189		1143		239
190		1145		184
191		1130		251
192		1145		198
193		1143		268
194		1130		272
195		1130		281
196		1130		287
197		1145		286
198		1145		245
199		1143		311
200		1139		268
201		1138		324
202		1128		303
203		1142		297
204		1132		301
205		1139		314
206		1148		358
207		1139		329
208		1129		346
209		1134		406
210		1127		389
211		1147		420
212		1132		359
213		1139		375
214		1127		381
215		1140		435
216		1140		464
217		1140		471
218		1142		414
219		1128		439
220		1140		495
221		1128		450
222		1128		458
223		1136		494
224		1140		503
225		1128		481
226		1148		480
227		1146		487
228		1136		503
229		1142		492
230		1140		545
231		1128		527
232		1148		523
233		1148		530
234		1140		578
235		1136		539
236		1140		616
237		1136		599
238		1146		570
239		1146		575
240		1136		622
241		1142		586
242		1140		638
243		1136		597
244		1146		616
245		1147		680
246		1148		628
247		1147		694
248		1136		636
249		1147		711
250		1140		718
251		1142		658
252		1128		686
253		1140		742
254		1136		700
255		1136		735
256		1136		740
257		1140		747
258		1136		730
259		1136		734
260		1148		735
261		1140		780
262		1147		808
263		1140		795
264		1147		825
265		1136		779
266		1136		772
267		1140		846
268		1146		792
269		1142		796
270		1136		846
271		1136		855
272		1136		835
273		1140		892
274		1136		847
275		1140		907
276		1136		862
277		1147		921
278		1142		863
279		1142		869
280		1136		893
281		1140		927
282		1136		891
283		1136		916
284		1128		924
285		1128		934
286		1146		930
287		1140		996
288		1128		955
289		1146		953
290		1140		1018
291		1148		968
292		1136		965
293		1140		1018
294		1146		990
295		1140		1056
296		1140		1041
297		1136		1002
298		1142		1012
299		1136		1036
300		1140		1092
301		1140		1077
302		1140		1111
303		1148		1058
304		1136		1103
305		1147		1132
306		1140		1117
307		1146		1085
308		1147		1152
309		1136		1108
310		1148		1109
311		1142		1109
312		1142		1116
313		1142		1122
314		1136		1123
315		1130		1196
316		1130		1172
317		1127		1167
318		1124		1187
319		1129		1171
320		1135		1187
321		256		812
322		1134		797
323		762		764
324		514		55
325		861		1095
326		38		1124
327		1125		405
328		484		945
329		593		38
330		255		778
331		1076		556
332		774		885
333		279		507
334		1129		701
335		964		690
336		313		502
337		121		1138
338		898		404
339		60		710
340		688		498
341		504		765
342		222		824
343		248		314
344		202		26
345		396		267
346		763		1168
347		103		51
348		1132		909
349		1119		952
350		174		709
351		12		1165
352		560		491
353		463		1044
354		755		378
355		953		597
356		512		1126
357		992		363
358		1049		1090
359		1040		43
360		813		757
361		989		549
362		16		147
363		923		1098
364		643		130
365		19		1128
366		305		844
367		942		203
368		103		713
369		277		885
370		1086		250
371		1025		717
372		976		370
373		891		231
374		289		657
375		117		280
376		744		321
377		20		144
378		808		70
379		987		620
380		1072		790
381		669		197
382		297		178
383		1131		1039
384		825		1050
385		931		27
386		802		736
387		1088		970
388		63		1022
389		504		71
390		24		650
391		213		977
392		98		616
393		918		411
394		502		371
395		466		294
396		704		923
397		26		962
398		303		866
399		587		1028
400		494		1120
401		1017		102
402		781		331
403		71		524
404		915		1162
405		251		983
406		816		995
407		395		497
408		606		354
409		846		167
410		600		990
411		457		720
412		93		16
413		231		1120
414		744		84
415		330		395
416		252		108
417		953		212
418		978		599
419		133		213
420		351		482
421		38		684
422		9		580
423		702		411
424		569		222
425		25		506
426		618		1010
427		771		48
428		276		210
429		141		286
430		1075		493
431		1117		518
432		66		197
433		678		2
434		1023		20
435		955		305
436		773		312
437		481		870
438		361		858
439		950		357
440		467		295
441		965		1182
442		297		534
443		916		158
444		515		119
445		393		177
446		1019		457
447		124		1179
448		423		562
449		763		533
450		132		323
451		846		168
452		600		331
453		533		14
454		859		364
455		225		262
456		201		387
457		595		783
458		713		172
459		902		816
460		43		332
461		550		487
462		1123		223
463		48		1087
464		592		111
465		152		1187
466		174		319
467		792		1006
468		432		314
469		966		1090
470		714		375
471		244		702
472		152		1082
473		1068		681
474		952		877
475		983		714
476		872		485
477		296		604
478		967		720
479		519		441
480		960		584
481		208		1040
482		263		1039
483		450		25
484		886		447
485		929		586
486		472		955
487		245		138
488		672		296
489		615		62
490		286		1021
491		772		216
492		431		636
493		542		640
494		400		982
495		940		771
496		100		535
497		73		749
498		381		81
499		999		222
500		715		148
501		795		351
502		987		967
503		442		243
504		338		1001
505		992		372
506		510		3
507		721		314
508		632		586
509		529		400
510		646		383
511		1137		810
512		596		152
513		116		1009
514		179		1043
515		550		83
516		987		113
517		1015		552
518		1001		638
519		226		756
520		1104		418
521		626		1034
522		793		124
523		0		585
524		463		39
525		811		72
526		857		5
527		712		101
528		917		34
529		781		152
530		643		1169
531		437		961
532		952		426
533		458		193
534		77		879
535		560		1024
536		852		307
537		277		489
538		576		429
539		1046		217
540		628		326
541		828		398
542		1006		929
543		240		198
544		101		357
545		336		148
546		729		783
547		116		215
548		980		407
549		879		377
550		898		705
551		1034		862
552		878		1138
553		869		638
554		585		985
555		841		405
556		567		112
557		95		779
558		145		621
559		625		1059
560		517		685
561		18		87
562		768		34
563		522		476
564		219		127
565		194		185
566		585		1014
567		508		35
568		71		371
569		1060		336
570		755		480
571		872		752
572		286		377
573		589		316
574		998		1009
575		342		370
576		1057		837
577		1099		134
578		763		97
579		711		721
580		89		94
581		907		616
582		17		643
583		430		834
584		224		866
585		778		703
586		11		170
587		614		469
588		317		974
589		279		888
590		813		925
591		494		910
592		34		708
593		971		137
594		902		423
595		667		914
596		189		204
597		494		145
598		811		478
599		1005		1039
600		717		589
601		581		1011
602		994		792
603		561		437
604		1077		985
605		145		469
606		1021		224
607		855		441
608		834		964
609		551		1017
610		535		632
611		197		790
612		92		430
613		1145		1051
614		256		544
615		431		618
616		307		845
617		1148		912
618		272		844
619		384		1142
620		695		1111
621		653		1015
622		470		644
623		429		956
624		433		462
625		831		816
626		897		506
627		34		730
628		490		1177
629		1042		162
630		463		172
631		811		1027
632		572		448
633		382		956
634		343		368
635		177		1139
636		85		421
637		85		576
638		1131		827
639		295		294
640		416		716
641		626		532
642		45		1029
643		139		205
644		214		522
645		829		175
646		918		1095
647		498		591
648		167		347
649		265		352
650		526		1114
651		363		132
652		128		982
653		209		665
654		558		956
655		799		865
656		1147		570
657		1084		163
658		858		86
659		292		871
660		453		56
661		33		56
662		736		746
663		644		502
664		612		544
665		2		928
666		409		706
667		635		1037
668		484		991
669		102		609
670		576		698
671		325		925
672		23		843
673		66		1127
674		142		531
675		652		555
676		532		765
677		47		514
678		453		1187
679		394		700
680		970		94
681		668		766
682		316		200
683		466		548
684		786		617
685		1131		456
686		983		906
687		1120		218
688		756		366
689		621		755
690		633		757
691		602		992
692		899		624
693		1		594
694		784		357
695		415		395
696		364		1047
697		1025		910
698		840		810
699		851		798
700		1147		105
701		784		289
702		12		891
703		59		1018
704		88		805
705		210		880
706		782		1040
707		451		601
708		227		265
709		888		221
710		1014		1165
711		91		463
712		96		560
713		599		722
714		501		495
715		906		440
716		502		133
717		114		573
718		251		129
719		98		743
720		480		297
721		929		110
722		925		440
723		930		497
724		607		230
725		289		56
726		609		855
727		288		188
728		250		671
729		692		459
730		388		976
731		37		141
732		55		930
733		166		1129
734		983		1004
735		12		25
736		830		152
737		395		697
738		517		81
739		249		896
740		567		1138
741		544		620
742		456		262
743		1096		345
744		326		585
745		939		420
746		27		537
747		450		173
748		298		760
749		447		93
750		57		236
751		655		480
752		602		556
753		304		124
754		987		389
755		438		243
756		354		257
757		581		70
758		515		739
759		726		294
760		351		785
761		1096		419
762		958		548
763		555		75
764		633		17
765		1092		447
766		697		31
767		999		1094
768		383		63
769		215		1059
770		496		414
771		1055		1057
772		139		771
773		1148		1064
774		423		884
775		572		204
776		829		123
777		1037		831
778		351		318
779		1011		198
780		899		214
781		612		404
782		54		1041
783		902		639
784		641		47
785		275		1060
786		371		1088
787		838		317
788		67		455
789		774		975
790		548		318
791		149		193
792		1089		787
793		671		345
794		197		683
795		469		498
796		906		532
797		447		276
798		104		314
799		683		1099
800		669		1110
801		751		810
802		419		766
803		94		616
804		762		78
805		447		818
806		1023		545
807		537		847
808		387		416
809		27		954
810		417		258
811		252		540
812		988		926
813		1006		238
814		747		209
815		951		119
816		879		847
817		286		6
818		672		27
819		652		893
820		1120		664
821		1147		620
822		1011		492
823		213		1159
824		248		503
825		957		223
826		8		385
827		950		357
828		853		745
829		1074		1019
830		1006		164
831		1029		100
832		1015		188
833		449		89
834		838		1155
835		121		555
836		514		567
837		1123		93
838		454		108
839		1006		590
840		976		735
841		197		560
842		534		867
843		85		791
844		139		613
845		67		125
846		682		640
847		616		989
848		791		318
849		79		830
850		251		432
851		485		337
852		590		116
853		1000		544
854		162		709
855		485		953
856		547		190
857		899		808
858		891		291
859		657		231
860		753		42
861		412		1105
862		354		1062
863		297		978
864		447		1132
865		944		143
866		858		307
867		700		923
868		24		233
869		372		216
870		571		348
871		592		241
872		271		262
873		41		189
874		200		506
875		979		114
876		526		504
877		1128		681
878		916		1198
879		1116		88
880		703		197
881		887		621
882		702		133
883		605		545
884		955		713
885		613		315
886		643		1188
887		834		1026
888		918		876
889		377		884
890		152		264
891		250		448
892		74		1157
893		795		936
894		547		119
895		1003		532
896		548		999
897		127		1112
898		1032		463
899		502		1162
900		813		582
901		324		880
902		121		69
903		1054		517
904		845		1011
905		740		130
906		319		543
907		893		164
908		1129		717
909		330		1070
910		1145		1181
911		562		346
912		644		929
913		706		502
914		981		815
915		426		1082
916		442		1004
917		479		272
918		163		859
919		319		1021
920		635		1099
921		37		866
922		588		942
923		602		1066
924		202		732
925		767		662
926		790		359
927		217		99
928		985		1058
929		188		980
930		1103		869
931		834		1142
932		65		470
933		428		1009
934		408		44
935		963		165
936		884		623
937		193		64
938		984		541
939		847		103
940		671		422
941		367		190
942		129		656
943		768		484
944		386		306
945		768		307
946		386		649
947		811		924
948		978		310
949		237		325
950		766		1140
951		1103		329
952		373		3
953		314		740
954		655		128
955		73		353
956		606		640
957		916		167
958		34		953
959		497		424
960		1039		1110
961		762		1087
962		431		683
963		964		823
964		1004		1063
965		1113		814
966		733		1139
967		930		420
968		108		1111
969		730		281
970		759		150
971		1098		43
972		985		596
973		275		1147
974		1010		637
975		400		1029
976		510		836
977		815		1157
978		723		980
979		577		156
980		786		784
981		978		470
982		713		280
983		1055		1174
984		513		69
985		746		60
986		300		179
987		772		949
988		416		786
989		979		801
990		380		980
991		657		959
992		889		705
993		1144		1138
994		1015		173
995		1008		936
996		302		1038
997		127		1103
998		696		6
999		717		371
1000		791		456
1001		295		461
1002		292		990
1003		367		1030
1004		838		67
1005		492		957
1006		845		674
1007		717		881
1008		790		992
1009		888		144
1010		140		319
1011		588		496
1012		646		1065
1013		85		959
1014		900		381
1015		84		25
1016		626		442
