nodeID		X position	Y position
1		470		23
2		474		46
3		474		68
4		476		90
5		470		113
6		474		135
7		470		154
8		472		180
9		475		201
10		470		221
11		476		243
12		475		264
13		478		286
14		469		311
15		476		330
16		473		356
17		470		377
18		475		396
19		469		421
20		471		440
21		473		466
22		434		16
23		441		57
24		441		79
25		440		95
26		419		106
27		434		110
28		422		147
29		435		162
30		433		173
31		422		214
32		430		219
33		444		239
34		427		277
35		441		317
36		431		316
37		433		344
38		418		377
39		440		387
40		428		421
41		448		433
42		440		465
43		37		465
44		375		218
45		346		45
46		426		141
47		11		271
48		363		85
49		363		425
50		174		45
51		311		200
52		111		371
53		53		383
54		443		474
55		40		312
56		10		52
57		32		178
58		216		183
59		14		419
60		234		26
61		272		134
62		150		321
63		99		422
64		379		145
65		5		367
66		73		391
67		288		413
68		166		93
69		323		329
70		71		157
71		394		193
72		92		428
73		127		117
74		318		180
75		278		437
76		402		323
77		176		88
78		63		205
79		163		388
80		104		271
81		90		340
82		290		465
83		56		296
84		90		13
85		240		202
86		63		36
87		173		201
88		414		420
89		194		196
90		237		431
91		28		228
92		444		487
93		313		212
94		355		133
95		309		59
96		283		497
97		268		415
98		210		245
99		308		498
100		108		187
101		317		315
102		49		5
103		325		110
104		380		186
105		402		452
106		384		21
107		122		178
108		363		262
109		140		432
110		96		152
111		102		205
112		309		319
113		325		97
114		392		18
115		304		46
116		22		144
117		338		316
118		353		165
119		368		88
120		290		60
121		154		451
122		86		335
123		442		161
124		199		249
125		175		420
126		394		415
127		331		485
128		49		494
129		184		123
130		254		483
131		83		257
132		105		159
133		170		495
134		176		428
135		165		184
136		21		219
137		321		4
138		229		380
139		329		433
140		5		413
141		127		77
142		361		388
143		382		334
144		278		233
145		320		68
146		376		143
147		73		230
148		164		281
149		289		370
150		324		315
151		364		27
152		352		11
153		97		49
154		163		163
155		349		31
156		264		369
157		306		136
158		248		150
159		407		282
160		446		109
161		2		37
162		209		11
163		116		445
164		58		300
165		383		190
166		40		52
167		201		237
168		304		238
169		177		61
170		355		304
171		93		188
172		173		301
173		234		272
174		70		483
175		17		335
176		2		56
177		425		273
178		356		314
179		416		274
180		81		484
181		265		47
182		132		384
183		118		313
184		221		159
185		7		47
186		188		235
187		398		406
188		256		46
189		24		489
190		120		180
