nodeID		X position	Y position
1		477		22
2		474		42
3		477		61
4		470		84
5		472		101
6		473		120
7		469		143
8		471		164
9		474		180
10		474		201
11		475		220
12		477		244
13		473		264
14		475		282
15		475		303
16		476		324
17		473		341
18		473		361
19		471		383
20		470		401
21		477		422
22		476		440
23		476		464
24		473		481
25		472		500
26		442		2
27		428		24
28		428		44
29		424		60
30		434		118
31		430		106
32		426		119
33		442		181
34		433		166
35		433		187
36		446		199
37		442		240
38		430		250
39		446		261
40		446		282
41		447		320
42		430		327
43		430		347
44		442		400
45		420		387
46		447		428
47		424		440
48		435		480
49		424		464
50		436		494
51		422		498
52		257		462
53		144		230
54		125		242
55		155		119
56		411		242
57		256		7
58		95		4
59		364		300
60		140		299
61		107		475
62		88		97
63		209		376
64		29		479
65		270		254
66		191		39
67		119		396
68		372		500
69		257		1
70		372		290
71		85		199
72		124		1
73		244		405
74		106		182
75		414		153
76		370		271
77		446		277
78		133		44
79		99		191
80		283		67
81		285		337
82		374		324
83		377		437
84		163		423
85		71		266
86		402		69
87		80		412
88		281		147
89		286		483
90		243		246
91		226		235
92		405		400
93		293		165
94		39		492
95		337		415
96		117		68
97		383		186
98		23		386
99		37		304
100		230		19
101		123		444
102		329		99
103		371		282
104		81		452
105		128		336
106		176		43
107		194		294
108		411		317
109		41		85
110		53		478
111		257		478
112		339		150
113		379		395
114		82		444
115		137		298
116		321		372
117		241		221
118		80		46
119		261		359
120		136		83
121		146		340
122		309		160
123		215		289
124		183		254
125		276		369
126		261		496
127		19		439
128		33		80
129		303		9
130		437		262
131		355		348
132		270		256
133		428		65
134		362		122
135		351		106
136		229		210
137		448		134
138		4		340
139		162		108
140		29		35
141		423		113
142		155		278
143		201		476
144		139		423
145		342		168
146		371		249
147		288		95
148		417		149
149		406		109
150		356		91
151		290		117
152		230		492
153		406		136
154		276		359
155		284		160
156		325		494
157		82		88
158		432		211
159		4		394
160		331		341
161		420		368
162		372		67
163		406		15
164		273		429
165		108		257
166		3		454
167		151		303
168		66		190
169		43		30
170		160		153
171		371		174
172		175		440
173		380		138
174		256		125
175		358		415
176		337		291
177		205		180
178		292		115
179		254		497
180		325		58
181		78		91
182		413		367
183		411		98
184		172		161
185		17		278
186		357		303
187		143		305
188		99		400
189		398		74
190		17		197
191		369		281
192		412		227
193		434		51
194		314		449
195		198		150
196		246		109
197		143		57
198		321		132
199		150		161
200		167		360
