nodeID		X position	Y position
1		1174		11
2		1177		14
3		1174		23
4		1173		31
5		1177		35
6		1170		43
7		1173		53
8		1169		58
9		1176		67
10		1175		70
11		1176		81
12		1176		86
13		1172		92
14		1170		101
15		1174		106
16		1177		113
17		1170		122
18		1173		129
19		1172		137
20		1178		142
21		1172		151
22		1172		156
23		1175		162
24		1176		172
25		1177		177
26		1177		187
27		1178		192
28		1177		199
29		1173		206
30		1169		213
31		1171		221
32		1172		225
33		1178		233
34		1175		240
35		1178		249
36		1175		258
37		1177		265
38		1172		268
39		1176		275
40		1175		283
41		1178		293
42		1178		298
43		1173		307
44		1169		314
45		1169		321
46		1174		327
47		1169		333
48		1177		338
49		1174		349
50		1176		352
51		1175		360
52		1175		368
53		1173		378
54		1175		382
55		1177		390
56		1177		395
57		1178		405
58		1177		410
59		1174		417
60		1178		424
61		1169		430
62		1173		441
63		1174		444
64		1175		452
65		1177		459
66		1176		465
67		1176		473
68		1178		480
69		1175		489
70		1175		495
71		1169		505
72		1178		510
73		1170		516
74		1173		523
75		1170		533
76		1176		536
77		1173		544
78		1176		550
79		1173		557
80		1178		565
81		1174		572
82		1173		578
83		1175		585
84		1170		593
85		1178		602
86		1178		609
87		1170		614
88		1176		621
89		1170		632
90		1169		635
91		1171		645
92		1173		649
93		1175		657
94		1174		666
95		1174		674
96		1172		679
97		1169		688
98		1172		693
99		1174		698
100		1176		706
101		1173		714
102		1177		720
103		1173		728
104		1170		738
105		1171		744
106		1170		748
107		1174		758
108		1176		765
109		1172		772
110		1173		777
111		1170		784
112		1178		793
113		1169		801
114		1175		808
115		1169		815
116		1171		819
117		1170		826
118		1169		834
119		1173		842
120		1172		847
121		1170		857
122		1171		861
123		1170		872
124		1178		876
125		1169		884
126		1175		891
127		1174		900
128		1174		904
129		1173		912
130		1176		917
131		1178		925
132		1171		933
133		1169		939
134		1171		945
135		1172		956
136		1178		961
137		1175		969
138		1173		974
139		1171		983
140		1169		988
141		1173		995
142		1174		1002
143		1174		1013
144		1172		1020
145		1177		1023
146		1176		1033
147		1177		1041
148		1172		1047
149		1175		1052
150		1177		1059
151		1176		1067
152		1170		1072
153		1172		1081
154		1177		1088
155		1178		1096
156		1169		1101
157		1175		1108
158		1171		1116
159		1173		1122
160		1177		1130
161		1172		1137
162		1177		1144
163		1171		1151
164		1170		1157
165		1171		1164
166		1175		1174
167		1174		1179
168		1173		1187
169		1172		1196
170		1172		1201
171		1123		9
172		1125		14
173		1133		25
