nodeID		X position	Y position
1		378		21
2		374		40
3		373		61
4		377		84
5		371		100
6		376		121
7		375		142
8		375		163
9		370		182
10		375		202
11		377		220
12		378		240
13		376		260
14		370		281
15		369		303
16		376		320
17		377		342
18		377		364
19		376		383
20		372		404
21		334		5
22		348		57
23		345		92
24		345		53
25		345		57
26		346		93
27		338		109
28		332		136
29		318		182
30		331		176
31		332		221
32		326		240
33		338		273
34		320		268
35		340		290
36		330		311
37		332		333
38		332		340
39		329		364
40		322		390
41		263		339
42		327		326
43		281		385
44		300		116
45		97		132
46		96		96
47		88		148
48		76		128
49		174		264
50		173		379
51		146		330
52		336		191
53		129		137
54		194		380
55		185		142
56		252		36
57		251		382
58		183		351
59		171		285
60		183		69
61		48		260
62		274		68
63		253		286
64		120		181
65		91		307
66		340		93
67		164		204
68		298		307
69		281		181
70		340		80
71		112		135
72		198		95
73		304		287
74		226		152
75		263		151
76		216		151
77		40		136
78		265		186
79		325		199
80		282		103
81		187		83
82		141		205
83		168		271
84		188		24
85		38		378
86		295		129
87		34		135
88		227		93
89		135		376
90		260		224
91		312		244
92		19		185
93		246		288
94		285		105
95		21		39
96		61		283
97		172		270
98		59		220
99		78		174
100		45		64
101		211		120
102		122		279
103		161		131
104		39		169
105		150		249
106		212		335
107		249		388
108		14		301
109		22		118
110		13		300
111		43		36
112		256		325
113		64		77
114		237		232
115		62		90
116		15		367
117		209		24
118		87		359
119		256		363
120		25		84
121		17		385
122		244		105
123		132		198
124		67		138
125		229		27
126		298		127
127		336		212
128		336		30
129		227		166
130		46		302
131		229		220
132		35		267
133		140		157
134		226		220
135		172		64
136		131		79
137		21		368
138		254		209
139		271		287
140		262		327
141		216		378
142		18		277
143		199		152
144		302		194
145		322		18
146		338		340
147		42		210
148		296		322
149		65		321
150		118		136
151		11		31
152		97		129
153		207		34
154		304		193
155		177		140
156		89		33
157		25		352
158		344		261
159		227		151
160		256		258
161		240		280
162		33		106
163		298		248
164		322		192
165		6		222
166		46		286
167		203		113
168		116		116
169		78		42
170		303		258
171		228		12
172		227		332
173		41		299
174		127		242
175		60		354
176		246		144
177		333		362
178		265		240
179		66		137
180		241		248
