nodeID		X position	Y position
1		1172		8
2		1173		8
3		1173		15
4		1170		17
5		1173		20
6		1170		27
7		1172		29
8		1175		37
9		1175		38
10		1172		42
11		1170		46
12		1178		52
13		1178		57
14		1171		57
15		1172		64
16		1176		69
17		1175		74
18		1169		77
19		1172		82
20		1173		82
21		1178		88
22		1172		95
23		1176		98
24		1170		101
25		1178		103
26		1176		108
27		1177		112
28		1173		115
29		1171		120
30		1178		126
31		1170		128
32		1171		133
33		1170		140
34		1172		140
35		1174		146
36		1169		151
37		1172		155
38		1171		159
39		1176		165
40		1170		167
41		1172		173
42		1170		175
43		1177		177
44		1174		182
45		1171		187
46		1175		193
47		1176		195
48		1171		202
49		1175		203
50		1171		207
51		1178		214
52		1170		215
53		1175		220
54		1177		227
55		1172		227
56		1172		231
57		1169		239
58		1176		239
59		1172		248
60		1169		248
61		1171		256
62		1174		259
63		1172		260
64		1171		265
65		1175		269
66		1173		274
67		1171		277
68		1172		282
69		1172		289
70		1170		293
71		1176		293
72		1173		301
73		1177		302
74		1170		307
75		1170		312
76		1173		318
77		1175		318
78		1176		325
79		1174		328
80		1173		334
81		1176		338
82		1174		339
83		1173		343
84		1178		348
85		1177		355
86		1176		359
87		1175		362
88		1171		366
89		1172		369
90		1171		376
91		1175		379
92		1178		383
93		1177		384
94		1176		390
95		1173		394
96		1170		398
97		1178		402
98		1176		408
99		1172		412
100		1171		414
101		1172		418
102		1171		424
103		1177		427
104		1169		433
105		1176		437
106		1170		442
107		1178		446
108		1169		447
109		1169		453
110		1175		458
111		1174		463
112		1172		467
113		1176		471
114		1170		474
115		1178		476
116		1171		481
117		1169		484
118		1175		491
119		1178		492
120		1174		497
121		1169		501
122		1172		508
123		1170		509
124		1171		515
125		1177		517
126		1174		525
127		1172		526
128		1174		533
129		1177		534
130		1173		538
131		1169		543
132		1177		548
133		1175		552
134		1170		555
135		1175		562
136		1174		565
137		1175		570
138		1176		574
139		1173		575
140		1171		583
141		1174		584
142		1173		587
143		1171		594
144		1173		598
145		1173		603
146		1174		605
147		1178		612
148		1170		615
149		1176		617
150		1176		623
151		1173		627
152		1170		629
153		1170		636
154		1178		637
155		1169		643
156		1173		645
157		1173		649
158		1174		656
159		1176		660
160		1177		666
161		1178		669
162		1171		671
163		1170		677
164		1169		678
165		1172		686
166		1175		687
167		1173		693
168		1177		697
169		1176		703
170		1174		704
171		1173		711
172		1173		713
173		1172		719
174		1174		723
175		1171		724
176		1172		731
177		1176		732
178		1173		736
179		1171		740
180		1170		744
181		1171		751
182		1171		756
183		1170		761
184		1177		765
185		1175		765
186		1175		771
187		1177		777
188		1177		781
189		1177		782
190		1178		786
191		1176		792
192		1173		797
193		1171		798
194		1173		804
195		1177		808
196		1175		811
197		1169		818
198		1169		821
199		1177		824
200		1176		830
201		1174		834
202		1176		835
203		1173		839
204		1175		844
205		1169		850
206		1178		853
207		1172		859
208		1177		862
209		1175		866
210		1175		870
211		1171		877
212		1169		878
213		1171		884
214		1174		886
215		1169		892
216		1175		894
217		1176		901
218		1173		905
219		1176		908
220		1171		913
221		1178		917
222		1175		918
223		1169		922
224		1169		926
