nodeID		X position	Y position
1		1176		8
2		1174		11
3		1174		16
4		1173		18
5		1171		24
6		1173		28
7		1178		32
8		1173		34
9		1174		38
10		1177		42
11		1176		44
12		1173		50
13		1169		56
14		1170		59
15		1171		64
16		1177		68
17		1173		69
18		1169		73
19		1170		79
20		1171		85
21		1173		87
22		1177		92
23		1174		94
24		1175		98
25		1171		101
26		1173		105
27		1176		112
28		1172		116
29		1169		121
30		1178		122
31		1177		128
32		1172		131
33		1178		137
34		1175		138
35		1171		145
36		1169		148
37		1174		154
38		1170		157
39		1178		161
40		1169		165
41		1176		167
42		1174		171
43		1169		178
44		1170		180
45		1176		183
46		1170		190
47		1178		194
48		1170		198
49		1172		199
50		1178		204
51		1176		211
52		1171		215
53		1171		218
54		1171		223
55		1172		225
56		1175		227
57		1174		231
58		1170		239
59		1171		243
60		1171		246
61		1171		248
62		1172		252
63		1177		256
64		1169		262
65		1170		266
66		1170		268
67		1172		273
68		1175		279
69		1177		280
70		1169		285
71		1173		290
72		1174		296
73		1173		297
74		1178		303
75		1173		306
76		1174		310
77		1173		317
78		1171		320
79		1172		324
80		1174		329
81		1176		331
82		1174		333
83		1169		338
84		1178		343
85		1174		349
86		1174		352
87		1170		356
88		1170		361
89		1175		363
90		1171		366
91		1178		373
92		1175		374
93		1173		379
94		1171		386
95		1170		386
96		1175		394
97		1177		396
98		1172		399
99		1178		403
100		1170		409
101		1171		413
102		1176		415
103		1169		419
104		1173		426
105		1175		429
106		1177		434
107		1173		437
108		1169		442
109		1176		446
110		1178		447
111		1176		454
112		1169		457
113		1177		459
114		1169		465
115		1177		471
116		1173		473
117		1170		476
118		1171		481
119		1178		486
120		1172		491
121		1174		496
122		1173		496
123		1173		500
124		1177		506
125		1174		512
126		1169		512
127		1178		518
128		1171		523
129		1175		524
130		1175		529
131		1171		533
132		1169		538
133		1173		545
134		1171		546
135		1170		550
136		1171		553
137		1176		559
138		1173		561
139		1171		569
140		1169		573
141		1169		577
142		1169		580
143		1172		581
144		1177		586
145		1171		592
146		1175		597
147		1172		597
148		1174		602
149		1175		606
150		1175		614
151		1171		617
152		1174		620
153		1169		623
154		1175		626
155		1170		631
156		1175		634
157		1172		638
158		1172		642
159		1178		647
160		1171		651
161		1170		657
162		1171		659
163		1175		667
164		1172		670
165		1175		675
166		1169		678
167		1174		682
168		1175		684
169		1176		690
170		1175		695
171		1174		699
172		1169		699
173		1171		703
174		1175		707
175		1172		715
176		1172		717
177		1171		722
178		1175		726
179		1177		729
180		1173		733
181		1169		740
182		1172		741
183		1171		746
184		1171		752
185		1175		756
186		1173		759
187		1170		760
188		1173		767
189		1175		768
190		1174		774
191		1175		780
192		1171		782
193		1169		789
194		1178		792
195		1171		793
196		1173		801
197		1174		804
198		1176		808
199		1174		809
200		1172		815
201		1171		818
202		1173		823
203		1172		825
204		1172		829
205		1173		836
206		1171		840
207		1178		846
208		1174		850
209		1169		853
210		1176		855
211		1176		862
212		1176		865
213		1172		866
214		1174		874
215		1172		874
216		1176		882
217		1174		886
218		1176		887
219		1176		891
220		1172		895
221		1170		901
222		1174		903
223		1171		909
224		1176		911
225		1177		918
226		1174		919
227		1172		926
228		1175		931
229		1170		935
230		1178		935
231		1178		941
