nodeID		X position	Y position
1		777		14
2		773		20
3		772		30
4		774		41
5		775		53
6		774		60
7		770		72
8		774		81
9		774		93
10		774		103
11		777		111
12		769		121
13		776		131
14		772		144
15		771		152
16		772		163
17		772		173
18		776		184
19		776		191
20		769		201
21		772		214
22		775		223
23		770		234
24		778		243
25		770		252
26		774		263
27		776		274
28		776		282
29		777		293
30		770		303
31		769		311
32		771		321
33		776		332
34		776		340
35		774		350
36		777		362
37		770		374
38		775		381
39		775		393
40		777		403
41		773		410
42		776		420
43		773		433
44		778		441
45		770		454
46		769		460
47		770		473
48		776		482
49		777		493
50		775		503
51		769		511
52		771		524
53		770		534
54		774		541
55		773		553
56		769		560
57		778		573
58		773		582
59		778		593
60		775		603
61		777		612
62		775		620
63		773		633
64		771		641
65		774		651
66		771		663
67		778		671
68		776		684
69		769		690
70		769		703
71		730		1
72		740		23
73		731		0
74		732		69
75		737		65
76		732		31
77		733		49
78		727		59
79		742		71
80		742		81
81		748		123
82		724		105
83		742		143
84		747		167
85		742		175
86		747		186
87		747		196
88		742		196
89		742		203
90		724		185
91		747		237
92		742		258
93		746		218
94		743		244
95		746		236
96		742		241
97		742		286
98		742		294
99		748		305
100		746		287
101		724		295
102		742		344
103		742		344
104		742		352
105		742		328
106		748		374
107		746		358
108		742		416
109		742		428
110		748		415
111		736		388
112		742		432
113		736		411
114		743		442
115		746		438
116		724		444
117		746		457
118		742		494
119		748		505
120		742		538
121		724		495
122		742		547
123		746		518
124		742		519
125		736		531
126		724		544
127		743		574
128		736		560
129		743		594
130		742		638
131		748		624
132		742		655
133		736		611
134		742		664
135		742		629
136		742		686
137		743		672
138		742		696
139		724		674
140		724		687
141		316		648
142		322		748
143		443		108
144		139		798
145		328		57
146		209		205
147		8		261
148		23		626
149		329		161
150		69		469
151		0		210
152		687		421
153		599		274
154		294		395
155		462		487
156		245		265
157		30		346
158		115		107
159		137		550
160		218		383
161		651		626
162		564		332
163		610		604
164		722		162
165		340		757
166		662		665
167		510		153
168		660		676
169		680		561
170		145		32
171		726		3
172		161		251
173		373		336
174		294		668
175		249		562
176		744		16
177		238		83
178		422		683
179		408		746
180		386		441
181		322		632
182		352		184
183		284		105
184		391		161
185		548		504
186		231		73
187		154		674
188		413		705
189		27		210
190		515		480
191		414		471
192		213		179
193		274		162
194		60		474
195		300		339
196		640		516
197		732		424
198		737		325
199		314		97
200		649		464
201		450		265
202		51		145
203		719		471
204		487		542
205		477		778
206		198		742
207		356		521
208		725		724
209		440		178
210		637		403
211		521		694
212		523		42
213		151		394
214		180		659
215		180		71
216		181		719
217		63		572
218		552		483
219		361		773
220		289		669
221		206		1
222		19		273
223		261		504
224		483		360
225		39		674
226		642		386
227		272		782
228		616		520
229		524		423
230		733		636
231		297		324
232		583		666
233		372		251
234		7		469
235		290		31
236		137		777
237		127		703
238		412		174
239		401		196
240		545		585
241		612		284
242		378		73
243		716		650
244		603		414
245		419		307
246		279		605
247		47		336
248		122		285
249		482		293
250		568		385
251		683		545
252		580		798
253		583		452
254		78		694
255		14		529
256		696		665
257		139		758
258		662		10
259		667		479
260		211		322
261		458		338
262		392		788
263		22		518
264		665		674
265		615		442
266		27		94
267		117		157
268		148		176
269		229		444
270		656		284
271		673		671
272		200		249
273		523		122
274		194		693
275		338		361
276		329		285
277		320		358
278		721		414
279		715		616
280		374		37
281		53		426
282		619		505
283		66		775
284		32		347
285		708		258
286		366		622
287		480		66
288		50		177
289		109		246
290		623		19
291		31		667
292		579		654
293		243		194
294		488		333
295		84		505
296		260		99
297		317		252
298		404		728
299		594		358
300		154		654
301		98		479
302		181		204
303		434		624
304		715		655
305		226		363
306		357		640
307		321		371
308		59		568
309		456		753
310		547		473
311		297		267
312		440		568
313		115		712
314		202		624
315		543		279
316		476		684
317		31		150
318		275		536
319		498		525
320		461		18
321		327		133
322		0		427
323		1		764
324		533		134
325		61		450
326		16		787
327		424		769
328		322		664
329		582		476
330		216		659
331		715		289
332		66		482
333		74		121
334		19		524
335		723		267
336		26		49
337		611		656
338		105		185
339		9		282
340		245		720
341		399		530
342		391		228
343		185		681
344		667		652
345		40		456
346		34		593
347		312		568
348		654		337
349		350		500
350		229		44
351		124		550
352		191		292
353		144		253
354		422		87
355		435		479
356		667		75
357		559		402
358		497		102
359		138		334
360		402		379
361		736		456
362		691		793
363		499		332
364		642		47
365		599		723
366		545		378
367		239		755
368		655		99
369		46		142
370		460		37
371		708		785
372		497		123
373		373		697
374		230		138
375		365		411
376		183		82
377		229		125
378		548		46
379		283		605
380		528		529
381		743		363
382		368		354
383		634		97
384		32		518
385		498		655
386		238		34
387		533		614
388		166		43
389		604		362
390		366		742
391		664		559
392		518		165
393		8		261
394		532		147
395		64		141
396		296		753
397		514		68
398		543		355
399		23		550
400		164		654
401		735		71
402		473		538
403		265		533
404		329		784
405		512		294
406		697		448
407		730		778
408		84		690
409		56		627
410		586		584
411		148		300
412		151		733
413		196		256
414		366		491
415		396		212
416		495		653
417		551		443
418		703		649
419		718		222
420		748		551
421		659		501
422		209		511
423		162		396
424		222		434
425		348		758
426		408		575
427		553		26
428		345		726
429		632		236
430		389		316
431		459		226
432		139		323
433		108		386
434		415		723
435		363		365
436		99		266
437		668		471
438		84		92
439		143		406
440		624		86
441		108		28
442		582		238
443		634		71
444		44		572
445		598		764
446		364		716
447		687		631
448		497		364
449		121		615
450		729		417
451		192		104
452		662		290
453		342		332
454		704		199
455		71		402
456		280		579
457		49		489
458		143		292
459		584		516
