71	1	1
72	1	1
73	1	1
74	1	2
75	1	2
76	1	1
77	1	2
78	1	2
79	1	2
80	1	2
81	1	3
82	1	3
83	1	4
84	1	4
85	1	5
86	1	5
87	1	5
88	1	5
89	1	5
90	1	5
91	1	6
92	1	6
93	1	5
94	1	6
95	1	6
96	1	6
97	1	7
98	1	7
99	1	7
100	1	7
101	1	7
102	1	8
103	1	8
104	1	8
105	1	8
106	1	9
107	1	9
108	1	10
109	1	10
110	1	10
111	1	9
112	1	10
113	1	10
114	1	11
115	1	10
116	1	11
117	1	11
118	1	12
119	1	12
120	1	13
121	1	12
122	1	13
123	1	13
124	1	13
125	1	13
126	1	13
127	1	14
128	1	14
129	1	14
130	1	15
131	1	15
132	1	16
133	1	15
134	1	16
135	1	15
136	1	16
137	1	16
138	1	17
139	1	16
140	1	16
141	1	21
142	1	23
143	1	10
144	1	28
145	1	11
146	1	16
147	1	20
148	1	27
149	1	12
150	1	23
151	1	21
152	1	11
153	1	8
154	1	16
155	1	16
156	1	16
157	1	21
158	1	18
159	1	26
160	1	18
161	1	16
162	1	10
163	1	15
164	1	4
165	1	23
166	1	17
167	1	8
168	1	17
169	1	14
170	1	16
171	1	2
172	1	17
173	1	14
174	1	22
175	1	23
176	1	1
177	1	14
178	1	20
179	1	22
180	1	17
181	1	21
182	1	12
183	1	13
184	1	11
185	1	14
186	1	14
187	1	26
188	1	21
189	1	20
190	1	14
191	1	17
192	1	15
193	1	14
194	1	23
195	1	15
196	1	13
197	1	10
198	1	8
199	1	12
200	1	12
201	1	12
202	1	20
203	1	11
204	1	15
205	1	21
206	1	25
207	1	18
208	1	17
209	1	10
210	1	11
211	1	19
212	1	7
213	1	19
214	1	25
215	1	15
216	1	26
217	1	25
218	1	13
219	1	23
220	1	22
221	1	14
222	1	20
223	1	21
224	1	12
225	1	28
226	1	10
227	1	25
228	1	14
229	1	12
230	1	15
231	1	15
232	1	17
233	1	12
234	1	24
235	1	12
236	1	27
237	1	27
238	1	10
239	1	11
240	1	16
241	1	8
242	1	10
243	1	16
244	1	11
245	1	13
246	1	22
247	1	21
248	1	18
249	1	11
250	1	11
251	1	13
252	1	20
253	1	12
254	1	28
255	1	25
256	1	16
257	1	27
258	1	4
259	1	12
260	1	17
261	1	12
262	1	23
263	1	24
264	1	17
265	1	12
266	1	20
267	1	18
268	1	17
269	1	20
270	1	8
271	1	17
272	1	16
273	1	8
274	1	25
275	1	15
276	1	14
277	1	15
278	1	10
279	1	15
280	1	10
281	1	22
282	1	13
283	1	30
284	1	21
285	1	7
286	1	20
287	1	8
288	1	20
289	1	18
290	1	4
291	1	28
292	1	17
293	1	15
294	1	11
295	1	23
296	1	14
297	1	14
298	1	21
299	1	10
300	1	26
301	1	22
302	1	16
303	1	19
304	1	16
305	1	17
306	1	20
307	1	15
308	1	25
309	1	22
310	1	13
311	1	14
312	1	17
313	1	27
314	1	24
315	1	9
316	1	19
317	1	20
318	1	22
319	1	15
320	1	8
321	1	12
322	1	24
323	1	30
324	1	7
325	1	22
326	1	30
327	1	22
328	1	21
329	1	13
330	1	24
331	1	7
332	1	23
333	1	19
334	1	24
335	1	7
336	1	20
337	1	17
338	1	18
339	1	21
340	1	24
341	1	17
342	1	12
343	1	25
344	1	16
345	1	23
346	1	26
347	1	23
348	1	9
349	1	19
350	1	14
351	1	25
352	1	17
353	1	17
354	1	10
355	1	16
356	1	5
357	1	12
358	1	8
359	1	19
360	1	15
361	1	11
362	1	20
363	1	11
364	1	4
365	1	18
366	1	11
367	1	25
368	1	5
369	1	20
370	1	8
371	1	19
372	1	8
373	1	21
374	1	14
375	1	16
376	1	15
377	1	14
378	1	6
379	1	22
380	1	14
381	1	9
382	1	14
383	1	5
384	1	24
385	1	18
386	1	14
387	1	17
388	1	15
389	1	10
390	1	22
391	1	14
392	1	8
