nodeID		X position	Y position
1		1169		9
2		1173		12
3		1169		19
4		1177		22
5		1177		27
6		1171		31
7		1177		40
8		1174		45
9		1175		47
10		1174		52
11		1177		61
12		1169		64
13		1177		70
14		1176		74
15		1169		78
16		1170		85
17		1174		91
18		1170		96
19		1171		99
20		1170		107
21		1178		113
22		1173		114
23		1175		120
24		1170		129
25		1175		131
26		1174		137
27		1173		140
28		1170		147
29		1170		152
30		1170		157
31		1176		162
32		1175		168
33		1177		172
34		1171		177
35		1177		186
36		1174		191
37		1175		197
38		1178		198
39		1171		203
40		1172		209
41		1171		216
42		1173		221
43		1176		227
44		1170		232
45		1176		238
46		1172		242
47		1172		249
48		1170		252
49		1170		256
50		1176		260
51		1178		266
52		1169		274
53		1177		280
54		1176		281
55		1172		289
56		1172		292
57		1178		300
58		1177		303
59		1171		309
60		1177		317
61		1178		319
62		1170		325
63		1170		331
64		1171		337
65		1176		343
66		1175		348
67		1169		349
68		1171		355
69		1170		364
70		1169		368
71		1176		371
72		1174		377
73		1175		382
74		1172		387
75		1174		391
76		1171		396
77		1173		404
78		1172		406
79		1175		412
80		1175		418
81		1173		422
82		1174		430
83		1172		435
84		1174		439
85		1175		445
86		1173		450
87		1171		457
88		1171		462
89		1175		464
90		1176		473
91		1178		477
92		1176		481
93		1170		488
94		1171		492
95		1172		495
96		1178		502
97		1174		508
98		1175		515
99		1178		519
100		1170		525
101		1176		529
102		1175		534
103		1174		539
104		1175		545
105		1175		547
106		1172		557
107		1170		562
108		1176		567
109		1178		570
110		1174		574
111		1174		579
112		1177		587
113		1176		590
114		1174		596
115		1177		602
116		1169		605
117		1169		612
118		1171		615
119		1178		621
120		1178		628
121		1176		633
122		1170		636
123		1178		641
124		1174		647
125		1174		652
126		1169		660
127		1175		664
128		1175		671
129		1178		675
130		1170		679
131		1173		685
132		1171		688
133		1171		696
134		1178		703
135		1178		707
136		1174		711
137		1174		717
138		1171		722
139		1177		727
140		1171		733
141		1175		739
142		1175		742
143		1174		750
144		1178		753
145		1169		756
146		1169		765
147		1175		767
148		1173		774
149		1175		778
150		1170		783
151		1177		787
152		1177		794
153		1176		798
154		1174		806
155		1173		809
156		1175		816
157		1175		819
158		1176		826
159		1171		832
160		1176		836
161		1170		842
162		1175		846
163		1172		850
164		1169		859
165		1170		862
166		1170		869
167		1169		875
168		1173		878
169		1177		883
170		1171		886
171		1171		895
172		1169		901
173		1169		906
174		1172		911
175		1178		915
176		1170		918
177		1172		927
178		1178		930
179		1171		936
180		1175		942
181		1177		945
182		1178		950
183		1174		958
184		1170		964
185		1174		969
186		1174		974
187		1177		975
188		1177		980
189		1169		990
190		1169		992
191		1170		1000
192		1177		1004
193		1175		1008
194		1172		1015
195		1173		1020
196		1177		1026
197		1170		1027
198		1172		1033
199		1173		1041
200		1169		1045
201		1178		1049
202		1171		1054
203		1170		1061
204		1173		1066
205		1169		1073
206		1175		1076
207		1178		1084
208		1175		1086
209		1176		1094
210		1173		1098
211		1172		1101
212		1173		1108
213		1169		1113
214		1177		1119
215		1174		1124
216		1170		1129
217		1172		1136
218		1172		1137
219		1175		1142
220		1173		1151
221		1176		1154
222		1174		1161
223		1176		1163
224		1175		1171
225		1174		1173
226		1175		1181
227		1172		1186
228		1175		1193
229		1169		1198
230		1172		1204
231		1144		25
232		1147		28
233		1147		59
234		1131		22
235		1131		23
236		1143		34
237		1131		34
238		1131		34
239		1137		72
240		1131		25
241		1145		100
242		1129		43
243		1145		109
244		1124		74
245		1139		106
246		1118		85
247		1144		89
248		1118		96
249		1144		136
250		1118		107
251		1137		114
252		1148		112
253		1148		99
254		1118		129
255		1148		110
256		1144		135
257		1148		138
258		1118		147
259		1118		152
260		1118		157
261		1144		142
262		1148		147
263		1144		152
264		1144		214
265		1144		166
266		1144		189
267		1148		176
268		1137		199
269		1144		240
270		1122		195
271		1123		202
272		1145		262
273		1133		250
274		1125		208
275		1139		202
276		1136		257
277		1136		264
278		1137		228
279		1137		232
280		1139		224
281		1148		253
282		1144		250
283		1144		244
284		1139		245
285		1136		304
286		1136		307
287		1148		287
288		1144		267
289		1144		324
290		1144		281
291		1148		306
292		1137		301
293		1137		307
294		1144		352
295		1139		307
296		1130		322
297		1130		338
298		1140		383
299		1133		353
300		1130		357
301		1140		348
302		1134		368
303		1138		356
304		1125		367
305		1137		356
306		1132		396
307		1134		372
308		1120		406
309		1130		386
310		1124		408
311		1138		425
312		1127		433
313		1138		471
314		1127		442
315		1134		435
316		1138		453
317		1124		435
318		1133		440
319		1147		490
320		1138		506
321		1136		451
322		1138		514
323		1120		477
324		1138		526
325		1121		487
326		1135		498
327		1130		481
328		1140		479
329		1142		525
330		1140		483
331		1138		507
332		1124		524
333		1143		538
334		1147		535
335		1147		537
336		1143		585
337		1130		543
338		1148		568
339		1130		552
340		1145		609
341		1145		614
342		1133		562
343		1135		565
344		1141		565
345		1129		583
346		1121		588
347		1121		595
348		1135		647
349		1146		582
350		1130		609
351		1148		667
352		1141		642
353		1143		622
354		1136		675
355		1136		680
356		1128		666
357		1124		657
358		1144		664
359		1142		638
360		1139		657
361		1136		689
362		1148		717
363		1148		725
364		1140		669
365		1148		673
366		1124		718
367		1124		724
368		1127		696
369		1145		692
370		1127		707
371		1145		777
372		1145		780
373		1136		718
374		1140		772
375		1119		743
376		1129		752
377		1123		767
378		1126		773
379		1128		778
380		1143		744
381		1138		808
382		1138		815
383		1145		819
384		1132		805
385		1126		808
386		1128		816
387		1128		819
388		1145		847
389		1120		822
390		1137		835
391		1119		835
392		1144		884
393		1123		834
394		1129		878
395		1127		881
396		1127		888
397		1129		894
398		1145		847
399		1137		882
400		1125		870
401		1125		879
402		1129		920
403		1129		925
404		1129		895
405		1132		892
406		1136		956
407		1128		930
408		1145		907
409		1130		939
410		1128		935
411		1148		963
412		1145		927
413		1133		946
414		1136		1002
415		1133		957
416		1133		962
417		1148		993
418		1148		998
419		1140		1028
420		1140		1030
421		1136		1038
422		1148		1022
423		1128		1001
424		1128		1018
425		1136		1008
426		1148		1044
427		1136		1065
428		1128		1036
429		1136		1029
430		1140		1083
431		1145		1026
432		1130		1057
433		1136		1099
434		1136		1054
435		1140		1111
436		1128		1069
437		1145		1061
438		1128		1079
439		1130		1112
440		1136		1086
441		1128		1104
442		1136		1096
443		1140		1151
444		1148		1137
445		1133		1112
446		1136		1167
447		1128		1139
448		1128		1140
449		1128		1135
450		1136		1139
451		1130		1172
452		1133		1135
453		1130		1140
454		1127		1152
455		1143		1136
456		1148		1157
457		1146		1196
458		1148		1164
459		1136		1191
460		1146		1164
461		447		52
462		697		688
463		1002		877
464		835		1172
465		259		946
466		603		430
467		932		753
468		277		801
469		85		374
470		912		572
471		773		684
472		1111		740
473		157		406
474		82		73
475		965		1035
476		119		932
477		507		337
478		737		1196
479		229		713
480		574		952
481		398		235
482		29		106
483		776		553
484		973		827
485		485		872
486		577		975
487		959		141
488		1022		1126
489		610		373
490		389		895
491		630		967
492		943		826
493		376		101
494		497		1175
495		331		635
496		633		1132
497		568		223
498		816		1143
499		962		615
500		862		215
501		393		1117
502		911		135
503		826		743
504		876		591
505		841		590
506		723		178
507		685		73
508		347		41
509		234		389
510		850		211
511		902		1109
512		990		1006
513		40		482
514		1081		1118
515		821		498
516		749		261
517		149		1037
518		356		614
519		785		422
520		161		333
521		20		620
522		515		284
523		1021		269
524		51		320
525		1086		707
526		65		756
527		318		1136
528		45		591
529		141		228
530		462		136
531		254		191
532		415		416
533		229		1078
534		581		295
535		622		107
536		738		903
537		351		369
538		165		944
539		907		300
540		191		361
541		714		204
542		870		411
543		924		1170
544		315		117
545		593		739
546		676		656
547		791		101
548		311		166
549		871		814
550		141		954
551		94		119
552		589		1174
553		309		1109
554		449		477
555		731		10
556		938		783
557		576		1115
558		71		162
559		996		716
560		353		16
561		280		534
562		1005		1139
563		1082		1064
564		966		921
565		197		679
566		944		212
567		34		349
568		582		231
569		892		331
570		220		751
571		212		192
572		881		701
573		650		1037
574		1105		770
575		1075		1075
576		1085		595
577		17		881
578		1021		515
579		810		390
580		93		526
581		598		69
582		1145		262
583		56		1106
584		1		626
585		473		152
586		452		500
587		788		1194
588		942		291
589		548		1167
590		377		896
591		1037		540
592		154		1161
593		884		1146
594		161		406
595		227		104
596		162		984
597		648		87
598		1062		681
599		893		386
600		1102		141
601		458		112
602		151		127
603		927		1054
604		1012		805
605		147		288
606		970		174
607		728		918
608		386		37
609		104		1039
610		536		337
611		109		763
612		784		555
613		934		979
614		836		998
615		355		544
616		1027		203
617		270		432
618		1041		326
619		816		626
620		1104		93
621		702		447
622		548		426
623		518		146
624		132		548
625		360		777
626		1140		1146
627		561		95
628		584		802
629		1080		66
630		895		525
631		776		245
632		1036		732
