nodeID		X position	Y position
1		276		28
2		270		50
3		278		73
4		273		98
5		269		120
6		271		145
7		275		170
8		271		196
9		277		216
10		274		240
11		273		264
12		269		289
13		242		15
14		241		65
15		242		79
16		241		71
17		221		135
18		233		171
19		223		170
20		235		160
21		235		235
22		244		253
23		247		300
24		219		276
25		63		166
26		245		65
27		128		158
28		8		286
29		150		216
30		125		219
31		148		127
32		104		247
33		149		259
34		76		285
35		18		248
36		82		97
37		240		55
38		155		241
39		229		285
40		31		284
41		215		107
42		190		177
43		185		108
44		112		142
45		194		251
46		236		80
47		12		89
48		122		120
49		6		36
50		196		212
51		154		288
52		75		61
53		78		209
54		108		249
55		221		96
56		233		71
57		146		71
58		234		87
59		246		16
60		172		293
61		118		135
62		126		34
63		115		127
64		80		117
65		56		283
66		40		30
67		96		299
68		144		77
69		218		1
70		24		48
71		91		92
72		239		270
73		13		244
74		59		61
75		102		285
76		28		35
77		168		128
78		72		124
79		248		259
80		73		58
81		111		156
82		4		274
83		205		22
84		71		37
85		209		121
86		243		245
87		204		145
88		232		47
89		79		258
90		123		119
91		91		35
92		95		198
93		245		243
94		177		196
95		153		248
96		126		259
97		234		233
98		211		251
99		3		185
100		9		244
101		6		106
102		236		59
103		80		126
104		126		139
105		58		44
106		118		142
107		8		276
108		18		255
109		154		184
110		76		169
111		223		119
112		139		157
113		243		236
114		15		152
115		207		235
116		191		205
117		109		228
118		50		234
119		88		295
120		161		189
