nodeID		X position	Y position
1		371		23
2		375		46
3		373		63
4		378		86
5		377		108
6		371		126
7		374		151
8		376		169
9		375		189
10		373		212
11		372		232
12		375		254
13		372		277
14		375		296
15		377		318
16		375		336
17		370		357
18		374		379
19		373		400
20		344		22
21		342		33
22		344		59
23		332		79
24		336		94
25		336		139
26		324		147
27		326		155
28		342		176
29		344		208
30		341		245
31		342		241
32		341		290
33		342		283
34		336		304
35		342		323
36		323		351
37		324		375
38		344		367
39		244		261
40		344		58
41		16		254
42		213		163
43		137		230
44		329		101
45		96		214
46		197		299
47		200		309
48		323		167
49		194		231
50		85		342
51		72		257
52		30		392
53		290		309
54		76		323
55		114		384
56		336		153
57		102		292
58		145		359
59		112		232
60		301		151
61		277		129
62		266		372
63		220		373
64		62		50
65		233		112
66		168		3
67		62		231
68		234		325
69		251		171
70		258		273
71		76		389
72		326		365
73		289		345
74		73		126
75		308		246
76		16		201
77		316		184
78		141		38
79		64		383
80		56		273
81		169		313
82		97		214
83		13		387
84		299		239
85		287		343
86		164		364
87		331		358
88		110		53
89		188		378
90		205		75
91		173		223
92		165		383
93		136		359
94		59		135
95		68		159
96		275		195
97		330		367
98		33		38
99		302		14
100		297		89
101		19		26
102		80		115
103		27		193
104		104		59
105		190		292
106		306		125
107		238		394
108		163		305
109		101		52
110		240		63
111		248		372
112		224		137
113		166		145
114		78		76
115		250		226
116		222		398
117		163		135
118		195		68
119		88		363
120		222		16
121		81		155
122		82		356
123		50		8
124		159		313
125		197		29
126		110		188
127		30		313
128		263		186
129		145		194
130		241		348
131		22		11
132		229		75
133		90		256
134		104		184
135		150		356
136		262		177
137		43		369
138		152		42
139		42		139
140		76		58
141		265		190
142		277		69
143		343		354
144		329		135
145		126		371
146		317		181
147		201		355
148		81		87
149		307		316
150		152		247
151		303		165
152		24		219
153		348		357
154		341		54
155		250		81
156		181		46
157		118		84
158		15		115
159		16		59
160		278		0
161		95		123
162		122		42
163		317		59
164		127		303
165		284		288
166		166		148
167		244		239
168		84		151
169		269		48
170		339		49
