nodeID		X position	Y position
1		1177		7
2		1172		11
3		1178		14
4		1175		19
5		1171		27
6		1172		27
7		1174		35
8		1175		38
9		1170		41
10		1171		50
11		1172		52
12		1174		58
13		1170		61
14		1169		64
15		1173		72
16		1175		77
17		1175		78
18		1171		87
19		1178		90
20		1176		92
21		1170		98
22		1178		101
23		1171		110
24		1178		114
25		1171		117
26		1170		123
27		1175		125
28		1169		132
29		1170		135
30		1178		138
31		1173		146
32		1178		150
33		1178		153
34		1176		158
35		1177		164
36		1170		166
37		1178		170
38		1178		177
39		1172		183
40		1172		185
41		1173		190
42		1171		197
43		1169		201
44		1172		207
45		1177		208
46		1177		213
47		1173		220
48		1178		223
49		1171		227
50		1170		232
51		1175		237
52		1170		243
53		1173		246
54		1172		249
55		1170		255
56		1170		262
57		1172		264
58		1171		268
59		1170		276
60		1169		280
61		1173		281
62		1169		286
63		1175		291
64		1178		297
65		1169		301
66		1176		306
67		1169		313
68		1169		313
69		1173		319
70		1178		323
71		1176		331
72		1171		334
73		1171		339
74		1178		345
75		1174		349
76		1173		353
77		1170		357
78		1177		364
79		1176		366
80		1171		371
81		1172		377
82		1177		379
83		1177		384
84		1178		391
85		1171		396
86		1169		399
87		1178		404
88		1175		406
89		1170		410
90		1171		415
91		1171		420
92		1171		425
93		1174		432
94		1178		437
95		1174		440
96		1178		444
97		1171		449
98		1170		453
99		1169		456
100		1173		464
101		1170		466
102		1170		470
103		1172		479
104		1171		483
105		1173		487
106		1176		493
107		1177		497
108		1174		501
109		1169		505
110		1176		509
111		1177		516
112		1171		518
113		1176		521
114		1176		528
115		1171		534
116		1169		535
117		1176		542
118		1178		545
119		1178		550
120		1177		554
121		1174		558
122		1177		563
123		1176		569
124		1177		572
125		1176		578
126		1174		583
127		1175		586
128		1177		593
129		1171		595
130		1177		604
131		1169		608
132		1170		610
133		1172		613
134		1172		622
135		1178		623
136		1169		630
137		1171		634
138		1174		640
139		1170		642
140		1172		646
141		1169		653
142		1173		659
143		1171		662
144		1178		667
145		1172		670
146		1174		673
147		1174		678
148		1172		684
149		1178		690
150		1178		693
151		1175		700
152		1173		701
153		1170		708
154		1175		712
155		1173		716
156		1178		721
157		1176		726
158		1178		729
159		1177		736
160		1171		739
161		1174		746
162		1176		749
163		1173		755
164		1172		758
165		1172		762
166		1172		767
167		1178		774
168		1175		775
169		1175		783
170		1175		784
171		1171		792
172		1173		796
173		1175		798
174		1176		806
175		1178		808
176		1172		813
177		1177		816
178		1174		824
179		1172		829
180		1169		830
181		1176		837
182		1177		841
183		1171		844
184		1178		853
185		1173		857
186		1175		860
187		1171		863
188		1170		869
189		1172		873
190		1170		879
191		1170		883
192		1178		890
193		1176		892
194		1176		896
195		1178		900
196		1169		908
197		1172		913
198		1173		915
199		1175		922
200		1176		924
201		1170		931
202		1170		932
203		1171		937
204		1173		942
205		1171		946
206		1175		951
207		1172		957
208		1176		961
209		1175		964
210		1178		970
211		1171		974
212		1174		981
213		1174		985
214		1177		989
215		1174		996
216		1170		1000
217		1175		1001
218		1172		1009
219		1175		1010
220		1171		1018
221		1172		1021
222		1173		1024
223		1174		1033
224		1175		1035
225		1177		1038
226		1176		1046
227		1173		1049
228		1173		1056
229		1176		1058
230		1176		1061
231		1172		1068
232		1173		1073
233		1171		1078
234		1172		1080
235		1171		1084
236		1171		1091
237		1171		1094
238		1175		1098
239		1178		1105
240		1174		1107
241		1176		1115
242		1178		1120
243		1176		1122
244		1174		1128
245		1178		1132
246		1177		1136
247		1177		1140
248		1171		1146
249		1170		1153
250		1177		1156
251		1175		1159
252		1176		1166
253		1170		1170
254		1173		1175
255		1175		1180
256		1171		1181
257		1178		1190
258		1175		1191
259		1176		1196
260		1170		1202
261		1125		7
262		1147		20
263		1139		4
264		1126		3
265		1127		3
266		1146		3
267		1127		13
268		1141		43
269		1124		20
270		1148		86
271		1143		88
272		1124		46
273		1133		87
274		1134		90
275		1126		60
276		1136		45
277		1128		59
278		1127		68
279		1126		90
280		1132		85
281		1142		71
282		1135		101
283		1137		108
284		1135		114
285		1137		115
286		1142		96
287		1129		131
288		1131		105
289		1142		108
290		1135		138
291		1131		116
292		1132		173
293		1132		176
294		1135		174
295		1138		180
296		1142		162
297		1132		193
298		1132		200
299		1139		204
300		1139		206
301		1146		160
302		1120		190
303		1130		167
304		1144		200
305		1130		202
306		1130		207
307		1130		193
308		1141		255
309		1134		249
310		1131		227
311		1148		271
312		1131		238
313		1130		219
314		1142		271
315		1131		250
316		1131		257
317		1142		286
318		1134		290
319		1131		271
320		1130		275
321		1130		254
322		1130		281
323		1148		325
324		1141		329
325		1130		296
326		1134		329
327		1130		308
328		1130		308
329		1130		292
330		1141		355
331		1134		354
332		1134		356
333		1134		361
334		1141		377
335		1131		322
336		1130		326
337		1131		352
338		1146		387
339		1134		389
340		1134		393
341		1142		399
342		1146		402
343		1146		407
344		1141		423
345		1134		418
346		1130		394
347		1141		436
348		1148		440
349		1131		405
350		1134		437
351		1134		442
352		1134		447
353		1131		405
354		1141		469
355		1131		413
356		1141		476
357		1134		471
358		1131		448
359		1130		451
360		1130		437
361		1131		461
362		1131		465
363		1142		501
364		1134		505
365		1130		460
366		1134		516
367		1146		520
368		1131		474
369		1130		500
370		1134		532
371		1146		539
372		1134		540
373		1134		544
374		1134		551
375		1134		556
376		1130		530
377		1134		565
378		1141		577
379		1141		582
380		1146		577
381		1131		531
382		1146		586
383		1134		592
384		1146		595
385		1134		601
386		1131		556
387		1148		620
388		1146		616
389		1134		617
390		1146		627
391		1130		603
392		1131		605
393		1142		635
394		1142		644
395		1141		655
396		1130		625
397		1134		656
398		1131		613
399		1131		637
400		1142		668
401		1130		648
402		1130		632
403		1134		684
404		1141		699
405		1142		692
406		1131		646
407		1131		651
408		1142		706
409		1141		722
410		1141		725
411		1148		734
412		1130		674
413		1131		703
414		1148		746
415		1130		689
416		1141		753
417		1134		749
418		1141		761
419		1146		759
420		1134		761
421		1131		719
422		1134		772
423		1130		728
424		1142		780
425		1142		784
426		1142		789
427		1141		806
428		1148		809
429		1148		817
430		1148		818
431		1134		814
432		1130		769
433		1148		832
434		1134		829
435		1141		840
436		1142		835
437		1146		839
438		1131		797
439		1142		851
440		1130		825
441		1134		860
442		1146		864
443		1134		866
444		1141		885
445		1130		830
446		1148		894
447		1134		885
448		1131		864
449		1142		895
450		1131		874
451		1131		878
452		1141		922
453		1134		915
454		1134		919
455		1141		932
456		1130		903
457		1142		935
458		1130		888
459		1148		956
460		1134		947
461		1131		926
462		1131		927
463		1134		959
464		1130		915
465		1134		968
466		1148		985
467		1142		979
468		1134		984
469		1148		998
470		1141		1002
471		1134		996
472		1131		954
473		1131		958
474		1146		1012
475		1131		969
476		1131		995
477		1148		1035
478		1142		1031
479		1148		1044
480		1134		1040
481		1142		1043
482		1130		997
483		1131		1006
484		1148		1069
485		1146		1061
486		1134		1069
487		1130		1022
488		1130		1029
489		1134		1081
490		1134		1084
491		1142		1090
492		1130		1046
493		1134		1100
494		1142		1102
495		1134		1106
496		1134		1113
497		1134		1116
498		1148		1132
499		1141		1137
500		1131		1080
501		1134		1138
502		1141		1152
503		1134		1145
504		1131		1101
505		1141		1164
506		1146		1159
507		1146		1163
508		1134		1168
509		1131		1148
510		1146		1179
511		1148		1139
512		1134		1185
513		1131		1185
514		1130		1172
515		1148		1136
516		1134		1177
517		1141		1154
518		1148		1180
519		1134		1185
520		1131		1176
521		948		684
522		930		353
523		923		192
524		700		656
525		600		73
526		855		1176
527		519		893
528		479		815
529		467		639
530		215		271
531		662		457
532		682		840
533		1067		1110
534		406		638
535		1030		355
536		510		982
537		122		463
538		171		499
539		288		1101
540		319		727
541		350		996
542		193		753
543		634		1129
544		1045		217
545		381		782
546		663		1065
547		482		982
548		1039		289
549		954		321
550		316		241
551		1070		1112
552		144		86
553		22		418
554		539		1025
555		362		185
556		769		132
557		803		567
558		335		653
559		862		1078
560		71		247
561		182		48
562		710		1102
563		985		59
564		328		1039
565		868		731
566		937		788
567		1113		1137
568		76		574
569		499		569
570		706		835
571		338		563
572		629		787
573		584		830
574		74		341
575		415		801
576		311		1041
577		823		1093
578		1078		874
579		278		1165
580		1031		1058
581		794		244
582		1023		1182
583		687		423
584		321		944
585		717		722
586		549		1149
587		169		588
588		495		1171
589		399		357
590		429		557
591		884		742
592		149		1181
593		743		517
594		714		606
595		586		791
596		620		534
597		454		839
598		451		1097
599		547		721
600		526		378
601		726		114
602		383		176
603		395		1053
604		1099		782
605		221		408
606		131		932
607		1041		1038
608		1089		1131
609		1048		711
610		790		955
611		848		430
612		325		340
613		29		1178
614		727		622
615		376		899
616		563		1144
617		396		849
618		536		1184
619		528		46
620		84		1008
621		906		1173
622		57		992
623		329		1008
624		818		498
625		373		72
626		750		253
627		1147		590
628		1009		654
629		586		54
630		476		619
631		574		724
632		20		350
633		1123		16
634		75		827
635		155		1179
636		381		652
637		924		385
638		1094		14
639		60		347
640		185		75
641		619		887
642		472		1024
643		577		100
644		863		453
645		121		1009
646		552		143
647		424		680
648		966		1109
649		675		480
650		928		818
651		133		36
652		84		229
653		734		1053
654		57		91
655		981		509
656		224		1174
657		1126		770
658		447		906
659		566		226
660		52		419
661		536		510
662		584		384
663		480		269
664		504		1036
665		603		85
666		358		201
667		801		825
668		873		591
669		658		987
670		585		1169
671		557		406
672		1045		632
673		1100		201
674		1050		528
675		958		731
676		158		1059
677		1129		115
678		175		901
679		774		54
680		91		489
681		619		1091
682		747		852
683		871		746
684		700		873
685		248		868
686		1095		1044
687		881		707
688		176		949
689		673		814
690		882		774
