nodeID		X position	Y position
1		1171		7
2		1177		16
3		1174		20
4		1175		27
5		1177		33
6		1169		36
7		1170		44
8		1171		52
9		1177		58
10		1173		64
11		1175		70
12		1177		73
13		1176		80
14		1173		88
15		1177		94
16		1174		100
17		1174		108
18		1172		112
19		1177		116
20		1172		126
21		1170		133
22		1176		138
23		1169		144
24		1173		147
25		1176		155
26		1172		164
27		1172		169
28		1170		176
29		1176		182
30		1171		187
31		1170		192
32		1171		198
33		1177		207
34		1175		209
35		1172		219
36		1170		225
37		1173		228
38		1177		233
39		1172		243
40		1172		246
41		1170		253
42		1178		259
43		1174		266
44		1177		271
45		1170		279
46		1170		285
47		1170		290
48		1176		297
49		1169		305
50		1171		310
51		1177		316
52		1176		322
53		1171		326
54		1173		334
55		1173		340
56		1175		345
57		1177		354
58		1172		360
59		1177		363
60		1170		371
61		1177		377
62		1177		383
63		1171		389
64		1169		393
65		1174		401
66		1176		408
67		1170		413
68		1177		421
69		1174		427
70		1178		430
71		1170		437
72		1171		444
73		1171		450
74		1173		456
75		1175		461
76		1174		471
77		1169		474
78		1177		482
79		1171		490
80		1169		494
81		1174		502
82		1171		508
83		1169		513
84		1174		516
85		1175		526
86		1177		531
87		1173		536
88		1174		543
89		1169		547
90		1171		554
91		1172		564
92		1174		569
93		1171		576
94		1176		582
95		1175		586
96		1175		594
97		1176		600
98		1175		604
99		1171		611
100		1171		616
101		1171		623
102		1175		629
103		1172		633
104		1173		640
105		1178		649
106		1171		655
107		1176		662
108		1175		668
109		1176		670
110		1173		676
111		1171		686
112		1175		693
113		1175		699
114		1172		703
115		1172		708
116		1171		716
117		1170		722
118		1175		729
119		1174		734
120		1178		742
121		1172		744
122		1174		754
123		1178		757
124		1176		763
125		1174		772
126		1178		777
127		1172		782
128		1172		788
129		1175		795
130		1169		804
131		1175		809
132		1174		816
133		1174		819
134		1176		824
135		1175		830
136		1169		839
137		1170		847
138		1169		850
139		1176		857
140		1174		865
141		1171		870
142		1174		876
143		1175		884
144		1176		888
145		1169		894
146		1172		898
147		1178		904
148		1172		911
149		1169		916
150		1176		925
151		1177		930
152		1171		937
153		1170		945
154		1169		951
155		1173		954
156		1174		962
157		1174		968
158		1171		974
159		1176		981
160		1170		986
161		1175		993
162		1176		998
163		1178		1007
164		1174		1011
165		1177		1016
166		1176		1021
167		1174		1028
168		1171		1036
169		1172		1041
170		1169		1050
171		1176		1055
172		1178		1058
173		1178		1064
174		1170		1073
175		1171		1076
176		1178		1085
177		1171		1090
178		1171		1099
179		1177		1103
180		1177		1109
181		1177		1116
182		1174		1121
183		1176		1127
184		1177		1135
185		1176		1141
186		1178		1144
187		1175		1151
188		1177		1157
189		1169		1165
190		1176		1173
191		1178		1178
192		1171		1185
193		1169		1191
194		1174		1197
195		1171		1201
196		1131		10
197		1145		22
198		1142		28
199		1125		13
200		1126		34
201		1118		26
202		1118		44
203		1136		51
204		1136		78
205		1140		62
206		1142		75
207		1136		93
208		1141		100
209		1140		86
210		1136		114
211		1127		98
212		1127		106
213		1146		111
214		1136		136
215		1146		125
216		1132		141
217		1141		158
218		1128		152
219		1140		145
220		1141		175
221		1146		163
222		1146		168
223		1132		184
224		1141		202
225		1136		186
226		1132		200
227		1136		197
228		1136		227
229		1142		214
230		1146		218
231		1132		233
232		1140		226
233		1136		253
234		1146		242
235		1146		245
236		1132		261
237		1139		226
238		1144		274
239		1141		301
240		1136		297
241		1136		303
242		1136		308
243		1143		327
244		1117		305
245		1139		309
246		1139		282
247		1126		311
248		1139		358
249		1147		373
250		1147		379
251		1127		325
252		1141		359
253		1131		330
254		1131		384
255		1136		340
256		1131		398
257		1131		404
258		1131		359
259		1123		369
260		1124		387
261		1138		436
262		1119		405
263		1138		387
264		1146		439
265		1146		431
266		1140		439
267		1131		447
268		1131		453
269		1131		468
270		1123		461
271		1148		444
272		1136		513
273		1136		452
274		1134		467
275		1142		460
276		1140		498
277		1134		485
278		1142		479
279		1140		512
280		1138		549
281		1134		504
282		1147		535
283		1143		542
284		1139		516
285		1143		534
286		1129		544
287		1143		568
288		1143		556
289		1143		555
290		1123		586
291		1128		594
292		1148		639
293		1128		604
294		1148		651
295		1148		656
296		1148		663
297		1128		629
298		1125		611
299		1126		641
300		1145		681
301		1140		633
302		1135		645
303		1148		700
304		1135		653
305		1126		677
306		1140		664
307		1148		725
308		1148		731
309		1143		681
310		1143		686
311		1140		694
312		1145		685
313		1148		761
314		1146		735
315		1145		774
316		1143		722
317		1146		755
318		1145		789
319		1135		746
320		1146		773
321		1145		809
322		1143		760
323		1143		766
324		1148		827
325		1126		777
326		1145		851
327		1136		827
328		1136		830
329		1137		817
330		1145		872
331		1147		812
332		1118		847
333		1130		850
334		1134		828
335		1122		865
336		1120		860
337		1139		895
338		1124		876
339		1128		869
340		1125		919
341		1123		883
342		1127		895
343		1120		911
344		1146		887
345		1129		903
346		1125		930
347		1129		918
348		1145		973
349		1125		925
350		1134		942
351		1144		950
352		1144		956
353		1138		997
354		1138		948
355		1148		973
356		1144		971
357		1139		965
358		1140		975
359		1137		1012
360		1128		999
361		1145		1004
362		1142		1045
363		1130		1007
364		1148		1012
365		1128		1066
366		1146		1051
367		1136		1055
368		1136		1061
369		1130		1089
370		1126		1051
371		1143		1086
372		1134		1065
373		1134		1074
374		1140		1103
375		1140		1109
376		1140		1116
377		1137		1155
378		1144		1127
379		1140		1135
380		1144		1141
381		1143		1145
382		1146		1162
383		1140		1157
384		1124		1173
385		1144		1149
386		1143		1179
387		1134		1194
388		1124		1171
389		1137		1197
390		1134		1176
391		864		346
392		421		1063
393		404		996
394		547		798
395		918		450
396		680		1059
397		600		621
398		411		217
399		517		1102
400		750		646
401		893		863
402		1038		537
403		656		852
404		1004		575
405		516		913
406		585		97
407		714		401
408		51		188
409		94		152
410		1004		306
411		911		823
412		148		592
413		847		49
414		35		235
415		509		734
416		194		254
417		1119		31
418		866		764
419		370		804
420		695		176
421		999		880
422		143		842
423		797		718
424		394		820
425		197		384
426		714		916
427		753		220
428		664		903
429		389		1147
430		1026		1019
431		403		989
432		113		454
433		1067		1066
434		356		399
435		15		282
436		281		247
