nodeID		X position	Y position
1		769		11
2		769		22
3		769		32
4		778		40
5		770		54
6		770		63
7		776		73
8		778		84
9		777		93
10		775		103
11		770		113
12		772		123
13		778		131
14		772		144
15		770		154
16		769		163
17		778		174
18		778		183
19		774		194
20		776		204
21		772		213
22		777		221
23		773		232
24		772		244
25		777		254
26		770		261
27		777		272
28		769		280
29		772		293
30		769		302
31		772		313
32		775		323
33		773		331
34		773		344
35		777		353
36		770		361
37		774		373
38		776		383
39		773		391
40		770		401
41		777		410
42		777		422
43		776		432
44		772		443
45		769		450
46		776		460
47		769		471
48		773		482
49		776		493
50		769		500
51		777		513
52		771		524
53		777		530
54		776		542
55		775		552
56		771		560
57		774		572
58		776		584
59		773		591
60		776		603
61		770		613
62		772		624
63		769		634
64		771		642
65		778		651
66		776		663
67		771		674
68		775		683
69		776		691
70		775		704
71		770		711
72		775		721
73		775		734
74		777		741
75		776		751
76		778		763
77		771		774
78		770		782
79		777		794
80		774		800
81		732		36
82		723		30
83		723		10
84		727		32
85		731		67
86		731		76
87		736		74
88		734		90
89		725		93
90		725		108
91		725		133
92		731		140
93		730		111
94		728		119
95		738		130
96		740		139
97		746		167
98		746		176
99		729		196
100		728		184
101		726		204
102		746		201
103		734		250
104		726		235
105		746		234
106		724		253
107		746		252
108		722		272
109		726		284
110		722		294
111		726		304
112		732		306
113		734		349
114		734		362
115		746		333
116		724		353
117		734		391
118		734		363
119		734		409
120		724		393
121		746		390
122		746		402
123		734		412
124		726		434
125		722		442
126		734		440
127		722		463
128		734		500
129		734		473
130		722		492
131		746		493
132		734		515
133		746		510
134		734		522
135		732		535
136		734		551
137		734		590
138		734		564
139		734		609
140		734		583
141		724		605
142		726		615
143		722		626
144		734		633
145		728		660
146		734		643
147		734		665
148		732		666
149		734		671
150		732		687
151		724		703
152		732		704
153		732		717
154		746		721
155		734		731
156		728		749
157		721		761
158		736		744
159		743		799
160		722		800
161		190		622
162		105		556
163		236		664
164		593		376
165		731		637
166		490		211
167		198		774
168		286		645
169		435		283
170		271		19
171		20		659
172		479		662
173		534		704
174		91		524
175		351		654
176		490		110
177		385		311
178		545		403
179		571		151
180		324		770
181		428		477
182		110		577
183		464		540
184		53		20
185		338		628
186		464		785
187		103		671
188		575		588
189		626		556
190		73		390
191		724		270
192		323		161
193		185		205
194		573		225
195		67		605
196		477		154
197		269		564
198		316		524
199		704		440
200		684		737
201		506		69
202		146		694
203		450		524
204		671		402
205		391		625
206		267		635
207		653		456
208		222		707
209		117		699
210		355		397
211		306		658
212		552		415
213		717		796
214		494		664
215		159		664
216		503		501
217		539		298
218		496		705
219		169		400
220		488		211
221		17		140
222		608		197
223		186		694
224		319		436
225		354		268
226		28		787
227		538		367
228		489		756
229		380		385
230		0		85
231		430		205
232		331		151
233		428		791
234		44		105
235		160		13
236		557		128
237		648		698
238		434		60
239		41		143
240		249		591
241		521		191
242		445		395
243		506		122
244		665		526
245		691		765
246		407		572
247		604		63
248		678		168
249		186		265
250		472		372
251		126		353
252		728		782
253		75		515
254		182		409
255		113		115
256		652		381
257		450		406
258		186		409
259		623		642
260		211		172
261		291		429
262		78		58
263		446		114
264		620		235
265		215		606
266		439		660
267		68		561
268		724		253
269		40		543
270		259		125
271		219		579
272		728		621
273		552		91
274		236		494
275		663		69
276		9		74
277		650		241
278		339		772
279		388		493
280		237		697
281		557		540
282		72		195
283		285		37
284		712		491
285		428		27
286		667		786
287		101		380
288		121		236
289		508		722
290		237		391
291		140		81
292		629		543
293		446		83
294		243		366
295		230		284
296		607		8
297		530		436
298		405		180
299		437		258
300		544		23
301		206		510
302		629		117
303		547		443
304		595		488
305		576		758
306		181		282
307		549		355
308		647		73
309		432		247
310		496		641
311		254		724
312		626		342
313		587		701
314		8		580
315		485		707
316		513		368
317		419		591
318		278		70
319		399		496
320		425		748
321		658		82
322		588		428
323		687		103
324		13		4
325		446		624
326		280		569
327		667		33
328		377		18
329		451		39
330		606		492
331		500		540
332		603		575
333		68		366
334		652		416
335		107		673
336		567		248
337		299		366
338		266		656
339		589		31
340		616		150
341		715		714
342		430		723
343		664		110
344		195		125
345		613		615
346		334		184
347		102		123
348		110		206
349		47		700
350		324		423
351		231		709
352		735		481
353		746		774
354		240		144
355		585		234
356		473		695
357		175		491
358		257		518
359		487		277
360		106		739
361		270		339
362		300		219
363		146		223
364		272		356
365		141		242
366		276		308
367		695		20
368		143		322
369		456		730
370		196		621
371		742		553
372		292		370
373		398		335
374		537		321
375		488		42
376		12		483
377		694		584
378		639		435
379		287		487
380		326		305
381		342		667
382		147		513
383		596		25
384		317		181
385		713		209
386		536		182
387		118		291
388		466		679
389		169		232
390		334		721
391		10		262
392		68		607
393		183		291
394		338		167
395		105		90
396		326		650
397		97		707
398		296		172
399		642		76
400		39		36
401		382		98
402		140		202
403		313		246
404		146		581
405		160		571
406		179		53
407		1		528
408		303		35
409		46		623
410		39		646
411		227		288
412		390		387
413		743		515
414		491		173
415		341		145
416		214		15
417		594		673
418		479		21
419		417		529
420		42		568
421		313		690
422		577		227
423		400		251
424		253		680
425		111		747
426		355		51
427		641		485
428		137		630
429		77		362
430		285		97
431		60		467
432		317		686
433		64		357
434		180		733
435		569		346
436		555		119
437		399		114
438		502		24
439		695		557
440		637		164
441		225		307
442		183		715
443		699		198
444		187		751
445		593		556
446		324		548
447		279		223
448		630		2
449		331		234
450		285		376
451		457		36
452		92		754
453		208		739
454		213		125
455		108		68
456		370		120
457		251		663
458		265		533
459		50		515
460		291		707
461		125		649
462		476		607
463		90		456
464		381		726
465		145		555
466		675		636
467		628		270
468		305		141
469		295		424
470		309		704
471		409		138
472		302		291
473		258		231
474		564		755
475		515		307
476		634		389
477		79		85
478		391		523
479		381		356
480		360		381
481		707		595
482		644		798
483		618		595
484		479		392
485		484		420
486		616		485
487		108		197
488		411		205
489		146		308
490		265		525
491		468		598
492		159		201
493		383		24
494		629		770
495		279		395
496		481		501
497		426		760
498		17		445
499		260		308
500		709		130
501		57		268
502		742		16
503		636		735
504		178		125
505		392		773
506		395		665
507		641		341
508		305		332
509		232		141
510		34		441
511		709		427
512		729		150
513		726		551
514		463		255
515		249		568
516		597		457
517		183		281
518		78		795
519		162		390
520		86		25
521		743		20
522		268		690
523		4		643
524		328		177
525		523		3
526		41		383
527		459		203
528		210		288
529		614		164
530		626		257
531		268		606
532		740		515
533		552		231
534		418		686
535		153		681
536		679		614
537		216		343
538		666		486
539		636		537
540		488		371
541		113		20
542		373		135
543		674		608
544		160		350
545		50		58
546		243		775
547		669		134
548		119		178
549		685		437
550		160		177
551		124		182
552		322		784
553		464		797
554		658		742
555		420		265
556		358		682
557		309		716
558		160		262
559		366		453
560		190		433
561		135		584
562		146		607
563		422		798
564		399		634
565		680		608
566		480		636
567		264		567
568		437		741
569		163		774
570		30		115
571		157		547
572		510		736
573		379		107
574		0		677
575		339		705
576		728		199
577		304		460
578		577		597
579		289		787
580		314		602
581		93		490
582		90		667
583		125		420
584		266		771
585		255		66
586		413		615
587		12		175
588		86		672
589		164		328
590		652		787
591		15		259
592		389		191
593		8		194
594		623		790
595		587		155
596		346		260
597		370		602
598		480		409
599		494		475
600		426		798
601		573		404
602		600		542
603		448		607
604		723		489
605		653		351
606		410		297
607		424		164
608		667		664
609		588		113
610		466		0
611		614		378
612		669		156
613		538		554
614		493		441
615		21		418
616		473		460
617		408		280
618		104		751
619		728		718
620		381		46
621		227		646
622		347		516
623		456		50
624		494		56
625		219		6
626		261		393
627		722		715
628		396		186
629		580		289
630		626		39
631		650		121
632		28		349
633		380		485
634		467		789
635		40		517
636		638		589
637		94		265
638		569		794
639		242		321
640		741		15
641		279		284
642		131		501
643		432		324
644		390		689
645		310		376
646		222		7
647		132		151
648		89		620
649		561		321
650		394		282
651		304		344
652		332		18
653		544		634
654		222		556
655		208		689
656		284		155
657		664		745
658		170		461
659		692		148
660		456		260
661		679		548
662		656		67
663		446		460
664		218		561
665		296		8
666		433		170
667		555		292
668		609		99
669		12		744
670		663		399
671		702		620
672		683		167
673		537		278
674		257		778
675		497		153
676		276		556
677		602		726
678		653		89
679		312		25
680		229		776
681		443		459
682		542		525
683		126		55
684		60		708
685		694		498
686		603		268
687		690		55
688		382		109
689		393		220
690		241		580
691		269		491
692		719		546
693		128		726
694		30		747
695		249		409
696		564		271
697		381		226
698		461		111
699		522		607
700		709		50
701		499		572
702		406		257
703		370		68
704		321		119
705		367		343
706		691		745
707		161		482
708		95		3
709		454		551
710		261		101
711		322		595
712		416		94
713		66		306
714		90		466
715		737		778
716		526		49
717		536		5
718		409		29
719		611		685
720		7		775
721		425		610
722		272		46
723		254		287
724		341		17
725		542		755
726		359		219
727		521		775
728		356		498
729		599		132
730		45		73
731		439		22
732		542		159
733		620		426
734		732		127
735		712		513
736		136		256
737		552		657
738		246		681
739		550		764
740		271		661
741		499		693
742		238		114
743		387		669
744		80		577
745		97		55
746		542		695
747		716		382
748		540		493
749		585		158
750		340		730
751		642		459
752		343		314
753		561		526
754		529		194
755		230		700
756		77		340
757		71		200
758		726		116
759		132		549
760		662		154
761		72		174
762		269		534
763		523		594
764		555		2
765		281		766
766		419		352
767		296		87
768		143		304
769		284		84
770		77		502
771		268		89
772		574		375
773		524		98
774		182		487
775		81		145
776		53		515
777		174		194
778		504		343
779		419		451
780		689		47
781		138		653
782		439		347
783		239		313
784		422		240
785		132		765
786		248		394
787		439		201
788		21		416
789		705		377
790		497		255
791		482		539
792		19		330
793		637		294
794		65		153
795		146		154
796		541		98
797		416		739
798		401		692
799		28		710
800		75		649
