nodeID		X position	Y position
1		573		17
2		572		38
3		575		51
4		573		68
5		576		87
6		570		106
7		577		123
8		570		139
9		576		156
10		572		175
11		574		192
12		572		207
13		576		224
14		574		241
15		574		257
16		569		278
17		571		294
18		574		309
19		572		325
20		577		344
21		569		364
22		574		379
23		570		394
24		570		413
25		575		431
26		572		448
27		576		465
28		573		483
29		573		498
30		572		516
31		572		534
32		574		549
33		571		565
34		576		585
35		571		602
36		532		34
37		531		34
38		547		40
39		545		56
40		524		87
41		539		102
42		526		123
43		539		135
44		526		156
45		530		172
46		547		190
47		530		204
48		526		224
49		547		239
50		547		255
51		534		274
52		526		291
53		547		307
54		530		322
55		526		344
56		534		360
57		547		377
58		539		390
59		539		409
60		544		430
61		530		445
62		526		465
63		526		481
64		526		496
65		530		513
66		530		531
67		547		547
68		526		562
69		526		585
70		526		599
71		115		378
72		499		75
73		98		542
74		186		575
75		72		255
76		268		550
77		475		332
78		498		594
79		500		591
80		464		181
81		356		351
82		199		547
83		211		407
84		396		473
85		48		575
86		530		409
87		157		416
88		82		132
89		388		165
90		99		69
91		242		84
92		84		110
93		48		523
94		223		26
95		149		468
96		59		149
97		363		502
98		166		138
99		189		220
100		229		237
101		500		502
102		440		562
103		376		499
104		59		332
105		210		385
106		545		287
107		447		153
108		415		21
109		179		101
110		404		384
111		117		515
112		400		427
113		446		83
114		430		356
115		91		595
116		476		95
117		468		46
118		143		332
119		18		62
120		280		492
121		240		187
122		279		223
123		105		356
124		162		205
125		323		49
126		545		418
127		435		521
128		58		529
129		375		275
130		450		192
131		346		81
132		495		82
133		201		136
134		310		476
135		446		163
136		61		57
137		237		599
138		528		67
139		136		94
140		33		467
141		252		355
142		426		492
143		128		386
144		225		116
145		442		464
146		335		170
147		30		420
148		211		91
149		469		190
150		410		337
151		371		168
152		242		446
153		512		252
154		318		103
155		143		51
156		96		530
157		121		442
158		546		99
159		305		168
160		292		280
161		56		300
162		192		311
163		306		433
164		146		243
165		61		495
166		290		447
167		38		179
168		67		592
169		461		392
170		254		322
171		480		502
172		434		314
173		234		544
174		30		266
175		5		299
176		422		481
177		243		15
178		26		312
179		60		564
180		152		262
181		104		374
182		413		234
183		508		119
184		67		513
185		548		521
186		324		496
187		353		286
188		258		518
189		5		14
190		370		258
191		318		484
192		277		97
193		187		79
194		184		283
195		60		193
196		65		330
197		465		70
198		520		34
199		17		22
200		480		145
201		526		328
202		478		415
203		129		209
204		269		550
205		472		276
206		69		329
207		435		510
208		291		192
209		175		366
210		49		34
211		475		10
212		387		284
213		263		380
214		248		565
215		155		56
216		117		482
217		292		135
218		82		541
219		94		560
220		151		20
221		483		584
222		482		436
223		535		299
224		539		232
225		127		130
226		411		338
227		406		526
228		128		107
229		66		565
230		125		159
231		64		500
232		175		346
233		335		215
234		424		178
235		48		558
236		125		515
237		335		491
238		9		3
239		340		511
240		284		482
241		138		37
242		345		232
243		382		300
244		198		300
245		449		151
246		267		224
247		424		565
248		287		560
249		532		507
250		217		450
251		85		188
252		492		558
253		126		152
254		101		305
255		214		400
256		44		206
257		109		214
258		363		263
259		410		61
260		86		360
261		518		472
262		546		409
263		529		488
264		276		4
265		254		15
266		127		462
267		19		379
268		302		21
269		341		223
270		153		253
271		409		270
272		249		47
273		116		370
274		360		157
275		73		129
276		49		274
277		282		385
278		220		380
279		318		299
280		391		220
281		492		152
282		376		538
283		441		159
284		94		493
285		165		506
286		415		322
287		171		219
288		41		272
289		417		563
290		196		289
291		492		276
292		190		541
293		474		267
294		156		189
295		543		193
296		3		176
297		392		452
298		254		185
299		251		126
300		461		472
301		407		413
302		345		400
303		488		483
304		293		121
305		177		174
306		209		133
307		304		152
308		319		34
309		533		422
310		86		216
311		25		159
312		528		271
313		32		457
314		84		417
315		230		128
316		20		146
317		268		590
318		467		160
319		211		517
320		43		237
321		185		365
322		153		177
323		266		88
324		228		257
325		112		271
326		395		287
327		250		294
328		135		217
329		188		575
330		495		226
331		527		407
332		182		192
333		159		381
334		512		494
335		136		201
336		60		262
337		307		476
338		90		11
339		96		266
340		171		171
341		277		361
342		334		272
343		21		545
344		134		214
345		25		277
346		55		427
347		85		455
348		180		283
349		190		363
350		521		561
