nodeID		X position	Y position
1		773		9
2		773		20
3		778		24
4		775		36
5		775		42
6		773		51
7		775		56
8		778		64
9		771		74
10		774		84
11		778		92
12		773		99
13		771		104
14		774		112
15		771		124
16		773		132
17		777		138
18		772		145
19		773		156
20		769		164
21		776		169
22		769		177
23		777		184
24		776		192
25		772		200
26		778		208
27		770		219
28		772		227
29		772		233
30		770		243
31		775		251
32		773		257
33		771		264
34		769		273
35		769		280
36		773		291
37		769		297
38		769		307
39		773		314
40		770		324
41		776		332
42		778		338
43		775		346
44		775		352
45		772		363
46		770		371
47		772		377
48		777		387
49		773		396
50		769		404
51		772		410
52		771		418
53		777		428
54		773		436
55		773		443
56		778		450
57		775		459
58		778		467
59		776		473
60		774		480
61		774		489
62		771		499
63		770		504
64		775		514
65		775		522
66		775		531
67		777		536
68		777		546
69		770		554
70		777		564
71		769		568
72		775		576
73		769		587
74		771		593
75		771		603
76		771		612
77		777		620
78		773		624
79		775		633
80		774		643
81		771		649
82		777		656
83		770		666
84		772		675
85		776		682
86		771		692
87		774		699
88		778		706
89		774		716
90		771		721
91		730		0
92		740		22
93		731		22
94		726		52
95		726		49
96		740		51
97		726		40
98		732		64
99		748		114
100		739		48
101		731		99
102		723		86
103		740		80
104		737		99
105		740		100
106		738		119
107		734		110
108		723		130
109		747		152
110		731		154
111		727		154
112		724		174
113		748		169
114		731		177
115		741		192
116		733		184
117		728		232
118		721		235
119		721		241
120		728		256
121		732		224
122		728		233
123		728		237
124		737		249
125		737		256
126		725		277
127		737		273
128		737		283
129		725		300
130		722		307
131		747		311
132		744		300
133		723		346
134		743		352
135		748		317
136		735		333
137		728		351
138		737		366
139		745		385
140		729		379
141		746		384
142		737		392
143		737		407
144		745		425
145		745		432
146		731		431
147		742		421
148		734		457
149		747		484
150		740		501
151		740		510
152		737		505
153		747		511
154		739		480
155		741		488
156		741		497
157		737		551
158		737		561
159		737		565
160		737		579
161		721		579
162		741		542
163		721		598
164		737		603
165		737		613
166		737		622
167		737		635
168		729		649
169		741		599
170		725		628
171		742		617
172		736		635
173		719		656
