nodeID		X position	Y position
1		1170		6
2		1170		13
3		1178		19
4		1171		27
5		1174		32
6		1175		37
7		1178		44
8		1170		51
9		1172		60
10		1175		64
11		1171		70
12		1175		76
13		1169		85
14		1174		89
15		1175		97
16		1177		101
17		1172		107
18		1177		115
19		1169		120
20		1172		130
21		1176		132
22		1173		140
23		1171		148
24		1174		152
25		1173		159
26		1169		164
27		1170		173
28		1169		177
29		1172		186
30		1173		190
31		1174		197
32		1177		205
33		1177		209
34		1171		215
35		1173		225
36		1176		229
37		1175		237
38		1176		244
39		1177		247
40		1177		256
41		1176		259
42		1175		266
43		1175		273
44		1178		279
45		1171		288
46		1177		291
47		1176		299
48		1178		306
49		1173		309
50		1174		316
51		1178		325
52		1173		329
53		1177		338
54		1175		345
55		1172		350
56		1176		355
57		1172		362
58		1175		368
59		1175		375
60		1173		379
61		1178		389
62		1176		395
63		1173		399
64		1174		406
65		1178		411
66		1178		416
67		1176		425
68		1171		432
69		1171		438
70		1169		445
71		1170		452
72		1169		454
73		1175		463
74		1170		469
75		1174		475
76		1173		484
77		1178		490
78		1171		494
79		1173		501
80		1178		507
81		1173		511
82		1172		519
83		1177		525
84		1172		530
85		1171		536
86		1177		543
87		1178		552
88		1176		559
89		1173		564
90		1177		570
91		1172		577
92		1170		584
93		1177		587
94		1177		594
95		1169		603
96		1169		607
97		1169		616
98		1173		621
99		1169		625
100		1178		635
101		1177		640
102		1172		645
103		1172		650
104		1172		657
105		1176		665
106		1174		669
107		1175		675
108		1170		684
109		1178		688
110		1175		696
111		1171		705
112		1176		709
113		1172		715
114		1176		721
115		1169		726
116		1170		733
117		1174		742
118		1176		746
119		1178		751
120		1172		761
121		1177		768
122		1172		771
123		1169		776
124		1177		784
125		1169		792
126		1174		798
127		1178		804
128		1171		809
129		1178		814
130		1174		823
131		1174		828
132		1175		836
133		1174		842
134		1173		846
135		1171		854
136		1178		861
137		1178		865
138		1174		872
139		1173		877
140		1174		887
141		1174		892
142		1174		897
143		1178		906
144		1175		911
145		1173		915
